plot_code,sub_plot,plot_corner_code,collar_number,measurement_code,treatment_code_partitioning,disturbance_code_control,litter_code,replica,year,egm_measurement,recno,day,month,hour,min,co2ref,InputD,time,InputF,atmp,probe_type,manually_collected_final_flux,quality_code,comments
XXX-01,2,NA,9999,TOTAL,NA,NA,NA,1,2013,3,8,28,5,10,42,472,0,0,0,675,8,NA,good,check numbers of sub_plot
XXX-01,2,NA,9999,TOTAL,NA,NA,NA,1,2013,3,9,28,5,10,42,473,0,4,0,675,8,NA,good,check numbers of sub_plot
XXX-01,2,NA,9999,TOTAL,NA,NA,NA,1,2013,3,10,28,5,10,42,474,0,9,0,675,8,NA,good,check numbers of sub_plot
XXX-01,2,NA,9999,TOTAL,NA,NA,NA,1,2013,3,11,28,5,10,42,475,3,14,0.14,675,8,NA,good,check numbers of sub_plot
XXX-01,2,NA,9999,TOTAL,NA,NA,NA,1,2013,3,12,28,5,10,42,477,4,19,0.15,675,8,NA,good,check numbers of sub_plot
XXX-01,2,NA,9999,TOTAL,NA,NA,NA,1,2013,3,13,28,5,10,42,479,6,24,0.17,675,8,NA,good,check numbers of sub_plot
XXX-01,2,NA,9999,TOTAL,NA,NA,NA,1,2013,3,14,28,5,10,42,481,9,28,0.2,675,8,NA,good,check numbers of sub_plot
XXX-01,2,NA,9999,TOTAL,NA,NA,NA,1,2013,3,15,28,5,10,42,483,11,33,0.21,675,8,NA,good,check numbers of sub_plot
XXX-01,2,NA,9999,TOTAL,NA,NA,NA,1,2013,3,16,28,5,10,42,483,12,38,0.21,675,8,NA,good,check numbers of sub_plot
XXX-01,2,NA,9999,TOTAL,NA,NA,NA,1,2013,3,17,28,5,10,42,483,12,43,0.19,675,8,NA,good,check numbers of sub_plot
XXX-01,2,NA,9999,TOTAL,NA,NA,NA,1,2013,3,18,28,5,10,43,483,12,48,0.17,675,8,NA,good,check numbers of sub_plot
XXX-01,2,NA,9999,TOTAL,NA,NA,NA,1,2013,3,19,28,5,10,43,483,12,52,0.15,675,8,NA,good,check numbers of sub_plot
XXX-01,2,NA,9999,TOTAL,NA,NA,NA,1,2013,3,20,28,5,10,43,483,12,57,0.14,675,8,NA,good,check numbers of sub_plot
XXX-01,2,NA,9999,TOTAL,NA,NA,NA,1,2013,3,21,28,5,10,43,489,14,62,0.15,675,8,NA,good,check numbers of sub_plot
XXX-01,2,NA,9999,TOTAL,NA,NA,NA,1,2013,3,22,28,5,10,43,504,21,67,0.2,675,8,NA,good,check numbers of sub_plot
XXX-01,2,NA,9999,TOTAL,NA,NA,NA,1,2013,3,23,28,5,10,43,511,28,72,0.25,675,8,NA,good,check numbers of sub_plot
XXX-01,2,NA,9999,TOTAL,NA,NA,NA,1,2013,3,24,28,5,10,43,512,34,76,0.28,675,8,NA,good,check numbers of sub_plot
XXX-01,2,NA,9999,TOTAL,NA,NA,NA,1,2013,3,25,28,5,10,43,512,38,81,0.3,675,8,NA,good,check numbers of sub_plot
XXX-01,2,NA,9999,TOTAL,NA,NA,NA,1,2013,3,26,28,5,10,43,513,42,86,0.31,675,8,NA,good,check numbers of sub_plot
XXX-01,2,NA,9999,TOTAL,NA,NA,NA,1,2013,3,27,28,5,10,43,514,45,91,0.32,675,8,NA,good,check numbers of sub_plot
XXX-01,2,NA,9999,TOTAL,NA,NA,NA,1,2013,3,28,28,5,10,43,514,47,96,0.32,675,8,NA,good,check numbers of sub_plot
XXX-01,2,NA,9999,TOTAL,NA,NA,NA,1,2013,3,29,28,5,10,43,516,50,100,0.31,675,8,NA,good,check numbers of sub_plot
XXX-01,3,NA,9999,TOTAL,NA,NA,NA,1,2013,5,1,28,5,13,35,464,0,0,0,676,8,NA,good,check numbers of sub_plot
XXX-01,3,NA,9999,TOTAL,NA,NA,NA,1,2013,5,2,28,5,13,35,465,0,4,0,677,8,NA,good,check numbers of sub_plot
XXX-01,3,NA,9999,TOTAL,NA,NA,NA,1,2013,5,3,28,5,13,35,467,0,9,0,677,8,NA,good,check numbers of sub_plot
XXX-01,3,NA,9999,TOTAL,NA,NA,NA,1,2013,5,4,28,5,13,35,470,5,14,0.24,676,8,NA,good,check numbers of sub_plot
XXX-01,3,NA,9999,TOTAL,NA,NA,NA,1,2013,5,5,28,5,13,35,471,7,19,0.24,676,8,NA,good,check numbers of sub_plot
XXX-01,3,NA,9999,TOTAL,NA,NA,NA,1,2013,5,6,28,5,13,35,471,7,24,0.21,677,8,NA,good,check numbers of sub_plot
XXX-01,3,NA,9999,TOTAL,NA,NA,NA,1,2013,5,7,28,5,13,35,474,9,28,0.22,676,8,NA,good,check numbers of sub_plot
XXX-01,3,NA,9999,TOTAL,NA,NA,NA,1,2013,5,8,28,5,13,36,474,10,33,0.2,677,8,NA,good,check numbers of sub_plot
XXX-01,3,NA,9999,TOTAL,NA,NA,NA,1,2013,5,9,28,5,13,36,475,11,38,0.19,677,8,NA,good,check numbers of sub_plot
XXX-01,3,NA,9999,TOTAL,NA,NA,NA,1,2013,5,10,28,5,13,36,477,12,43,0.18,677,8,NA,good,check numbers of sub_plot
XXX-01,3,NA,9999,TOTAL,NA,NA,NA,1,2013,5,11,28,5,13,36,479,14,48,0.19,677,8,NA,good,check numbers of sub_plot
XXX-01,3,NA,9999,TOTAL,NA,NA,NA,1,2013,5,12,28,5,13,36,481,15,52,0.19,677,8,NA,good,check numbers of sub_plot
XXX-01,3,NA,9999,TOTAL,NA,NA,NA,1,2013,5,13,28,5,13,36,483,17,57,0.2,676,8,NA,good,check numbers of sub_plot
XXX-01,3,NA,9999,TOTAL,NA,NA,NA,1,2013,5,14,28,5,13,36,485,19,62,0.2,676,8,NA,good,check numbers of sub_plot
XXX-01,3,NA,9999,TOTAL,NA,NA,NA,1,2013,5,15,28,5,13,36,484,21,67,0.2,677,8,NA,good,check numbers of sub_plot
XXX-01,3,NA,9999,TOTAL,NA,NA,NA,1,2013,5,16,28,5,13,36,486,22,72,0.19,677,8,NA,good,check numbers of sub_plot
XXX-01,3,NA,9999,TOTAL,NA,NA,NA,1,2013,5,17,28,5,13,36,487,23,76,0.19,677,8,NA,good,check numbers of sub_plot
XXX-01,3,NA,9999,TOTAL,NA,NA,NA,1,2013,5,18,28,5,13,36,488,24,81,0.19,677,8,NA,good,check numbers of sub_plot
XXX-01,3,NA,9999,TOTAL,NA,NA,NA,1,2013,5,19,28,5,13,36,491,26,86,0.19,676,8,NA,good,check numbers of sub_plot
XXX-01,3,NA,9999,TOTAL,NA,NA,NA,1,2013,5,20,28,5,13,36,491,27,91,0.19,677,8,NA,good,check numbers of sub_plot
XXX-01,3,NA,9999,TOTAL,NA,NA,NA,1,2013,5,21,28,5,13,37,493,28,96,0.19,676,8,NA,good,check numbers of sub_plot
XXX-01,3,NA,9999,TOTAL,NA,NA,NA,1,2013,5,22,28,5,13,37,493,29,100,0.18,677,8,NA,good,check numbers of sub_plot
XXX-01,3,NA,9999,TOTAL,NA,NA,NA,1,2013,5,23,28,5,13,37,493,30,105,0.18,677,8,NA,good,check numbers of sub_plot
XXX-01,3,NA,9999,TOTAL,NA,NA,NA,1,2013,5,24,28,5,13,37,494,30,110,0.18,677,8,NA,good,check numbers of sub_plot
XXX-01,3,NA,9999,TOTAL,NA,NA,NA,1,2013,5,25,28,5,13,37,495,31,115,0.17,677,8,NA,good,check numbers of sub_plot
XXX-01,3,NA,9999,TOTAL,NA,NA,NA,1,2013,5,26,28,5,13,37,496,32,120,0.17,677,8,NA,good,check numbers of sub_plot
XXX-01,3,NA,9999,TOTAL,NA,NA,NA,1,2013,5,27,28,5,13,37,498,33,124,0.17,676,8,NA,good,check numbers of sub_plot
XXX-01,4,NA,9999,TOTAL,NA,NA,NA,1,2013,7,1,28,5,14,25,546,0,0,0,675,8,NA,good,check numbers of sub_plot
XXX-01,4,NA,9999,TOTAL,NA,NA,NA,1,2013,7,2,28,5,14,25,551,0,4,0,675,8,NA,good,check numbers of sub_plot
XXX-01,4,NA,9999,TOTAL,NA,NA,NA,1,2013,7,3,28,5,14,25,555,0,9,0,675,8,NA,good,check numbers of sub_plot
XXX-01,4,NA,9999,TOTAL,NA,NA,NA,1,2013,7,4,28,5,14,25,558,12,14,0.56,675,8,NA,good,check numbers of sub_plot
XXX-01,4,NA,9999,TOTAL,NA,NA,NA,1,2013,7,5,28,5,14,26,561,15,19,0.52,675,8,NA,good,check numbers of sub_plot
XXX-01,4,NA,9999,TOTAL,NA,NA,NA,1,2013,7,6,28,5,14,26,565,18,24,0.5,675,8,NA,good,check numbers of sub_plot
XXX-01,4,NA,9999,TOTAL,NA,NA,NA,1,2013,7,7,28,5,14,26,568,21,28,0.47,675,8,NA,good,check numbers of sub_plot
XXX-01,4,NA,9999,TOTAL,NA,NA,NA,1,2013,7,8,28,5,14,26,571,24,33,0.46,675,8,NA,good,check numbers of sub_plot
XXX-01,4,NA,9999,TOTAL,NA,NA,NA,1,2013,7,9,28,5,14,26,573,27,38,0.45,675,8,NA,good,check numbers of sub_plot
XXX-01,4,NA,9999,TOTAL,NA,NA,NA,1,2013,7,10,28,5,14,26,576,29,43,0.44,675,8,NA,good,check numbers of sub_plot
XXX-01,4,NA,9999,TOTAL,NA,NA,NA,1,2013,7,11,28,5,14,26,579,32,48,0.42,675,8,NA,good,check numbers of sub_plot
XXX-01,4,NA,9999,TOTAL,NA,NA,NA,1,2013,7,12,28,5,14,26,581,34,52,0.42,675,8,NA,good,check numbers of sub_plot
XXX-01,4,NA,9999,TOTAL,NA,NA,NA,1,2013,7,13,28,5,14,26,584,36,57,0.41,675,8,NA,good,check numbers of sub_plot
XXX-01,4,NA,9999,TOTAL,NA,NA,NA,1,2013,7,14,28,5,14,26,586,39,62,0.4,675,8,NA,good,check numbers of sub_plot
XXX-01,4,NA,9999,TOTAL,NA,NA,NA,1,2013,7,15,28,5,14,26,589,41,67,0.39,675,8,NA,good,check numbers of sub_plot
XXX-01,4,NA,9999,TOTAL,NA,NA,NA,1,2013,7,16,28,5,14,26,591,43,72,0.39,675,8,NA,good,check numbers of sub_plot
XXX-01,4,NA,9999,TOTAL,NA,NA,NA,1,2013,7,17,28,5,14,26,593,45,76,0.38,675,8,NA,good,check numbers of sub_plot
XXX-01,4,NA,9999,TOTAL,NA,NA,NA,1,2013,7,18,28,5,14,27,595,48,81,0.37,675,8,NA,good,check numbers of sub_plot
XXX-01,4,NA,9999,TOTAL,NA,NA,NA,1,2013,7,19,28,5,14,27,597,50,86,0.37,675,8,NA,good,check numbers of sub_plot
XXX-01,5,NA,9999,TOTAL,NA,NA,NA,1,2013,9,1,28,5,14,33,463,0,0,0,677,8,NA,good,check numbers of sub_plot
XXX-01,5,NA,9999,TOTAL,NA,NA,NA,1,2013,9,2,28,5,14,33,466,0,4,0,677,8,NA,good,check numbers of sub_plot
XXX-01,5,NA,9999,TOTAL,NA,NA,NA,1,2013,9,3,28,5,14,33,469,0,9,0,677,8,NA,good,check numbers of sub_plot
XXX-01,5,NA,9999,TOTAL,NA,NA,NA,1,2013,9,4,28,5,14,34,471,8,14,0.37,677,8,NA,good,check numbers of sub_plot
XXX-01,5,NA,9999,TOTAL,NA,NA,NA,1,2013,9,5,28,5,14,34,474,10,19,0.35,677,8,NA,good,check numbers of sub_plot
XXX-01,5,NA,9999,TOTAL,NA,NA,NA,1,2013,9,6,28,5,14,34,477,13,24,0.36,676,8,NA,good,check numbers of sub_plot
XXX-01,5,NA,9999,TOTAL,NA,NA,NA,1,2013,9,7,28,5,14,34,479,15,28,0.35,676,8,NA,good,check numbers of sub_plot
XXX-01,5,NA,9999,TOTAL,NA,NA,NA,1,2013,9,8,28,5,14,34,480,17,33,0.33,677,8,NA,good,check numbers of sub_plot
XXX-01,5,NA,9999,TOTAL,NA,NA,NA,1,2013,9,9,28,5,14,34,481,18,38,0.31,677,8,NA,good,check numbers of sub_plot
XXX-01,5,NA,9999,TOTAL,NA,NA,NA,1,2013,9,10,28,5,14,34,484,20,43,0.3,677,8,NA,good,check numbers of sub_plot
XXX-01,5,NA,9999,TOTAL,NA,NA,NA,1,2013,9,11,28,5,14,34,485,21,48,0.29,677,8,NA,good,check numbers of sub_plot
XXX-01,5,NA,9999,TOTAL,NA,NA,NA,1,2013,9,12,28,5,14,34,487,23,52,0.28,677,8,NA,good,check numbers of sub_plot
XXX-01,5,NA,9999,TOTAL,NA,NA,NA,1,2013,9,13,28,5,14,34,488,24,57,0.27,677,8,NA,good,check numbers of sub_plot
XXX-01,5,NA,9999,TOTAL,NA,NA,NA,1,2013,9,14,28,5,14,34,490,25,62,0.26,677,8,NA,good,check numbers of sub_plot
XXX-01,5,NA,9999,TOTAL,NA,NA,NA,1,2013,9,15,28,5,14,34,491,27,67,0.26,677,8,NA,good,check numbers of sub_plot
XXX-01,5,NA,9999,TOTAL,NA,NA,NA,1,2013,9,16,28,5,14,34,493,28,72,0.25,677,8,NA,good,check numbers of sub_plot
XXX-01,5,NA,9999,TOTAL,NA,NA,NA,1,2013,9,17,28,5,14,35,494,30,76,0.25,677,8,NA,good,check numbers of sub_plot
XXX-01,5,NA,9999,TOTAL,NA,NA,NA,1,2013,9,18,28,5,14,35,496,31,81,0.24,677,8,NA,good,check numbers of sub_plot
XXX-01,5,NA,9999,TOTAL,NA,NA,NA,1,2013,9,19,28,5,14,35,497,32,86,0.24,677,8,NA,good,check numbers of sub_plot
XXX-01,5,NA,9999,TOTAL,NA,NA,NA,1,2013,9,20,28,5,14,35,498,33,91,0.23,677,8,NA,good,check numbers of sub_plot
XXX-01,5,NA,9999,TOTAL,NA,NA,NA,1,2013,9,21,28,5,14,35,500,35,96,0.23,677,8,NA,good,check numbers of sub_plot
XXX-01,5,NA,9999,TOTAL,NA,NA,NA,1,2013,9,22,28,5,14,35,501,36,100,0.23,677,8,NA,good,check numbers of sub_plot
XXX-01,5,NA,9999,TOTAL,NA,NA,NA,1,2013,9,23,28,5,14,35,502,37,105,0.22,677,8,NA,good,check numbers of sub_plot
XXX-01,5,NA,9999,TOTAL,NA,NA,NA,1,2013,9,24,28,5,14,35,504,38,110,0.22,677,8,NA,good,check numbers of sub_plot
XXX-01,5,NA,9999,TOTAL,NA,NA,NA,1,2013,9,25,28,5,14,35,505,39,115,0.22,677,8,NA,good,check numbers of sub_plot
XXX-01,5,NA,9999,TOTAL,NA,NA,NA,1,2013,9,26,28,5,14,35,507,41,120,0.22,676,8,NA,good,check numbers of sub_plot
XXX-01,5,NA,9999,TOTAL,NA,NA,NA,1,2013,9,27,28,5,14,35,507,42,124,0.21,677,8,NA,good,check numbers of sub_plot
XXX-01,6,NA,9999,TOTAL,NA,NA,NA,1,2013,11,8,28,5,14,49,481,0,0,0,677,8,NA,good,check numbers of sub_plot
XXX-01,6,NA,9999,TOTAL,NA,NA,NA,1,2013,11,9,28,5,14,50,491,0,4,0,677,8,NA,good,check numbers of sub_plot
XXX-01,6,NA,9999,TOTAL,NA,NA,NA,1,2013,11,10,28,5,14,50,497,0,9,0,677,8,NA,good,check numbers of sub_plot
XXX-01,6,NA,9999,TOTAL,NA,NA,NA,1,2013,11,11,28,5,14,50,504,22,14,0.99,677,8,NA,good,check numbers of sub_plot
XXX-01,6,NA,9999,TOTAL,NA,NA,NA,1,2013,11,12,28,5,14,50,510,28,19,0.94,677,8,NA,good,check numbers of sub_plot
XXX-01,6,NA,9999,TOTAL,NA,NA,NA,1,2013,11,13,28,5,14,50,516,33,24,0.9,677,8,NA,good,check numbers of sub_plot
XXX-01,6,NA,9999,TOTAL,NA,NA,NA,1,2013,11,14,28,5,14,50,521,38,28,0.87,677,8,NA,good,check numbers of sub_plot
XXX-01,6,NA,9999,TOTAL,NA,NA,NA,1,2013,11,15,28,5,14,50,526,43,33,0.83,677,8,NA,good,check numbers of sub_plot
XXX-01,6,NA,9999,TOTAL,NA,NA,NA,1,2013,11,16,28,5,14,50,530,48,38,0.8,677,8,NA,good,check numbers of sub_plot
XXX-01,6,NA,9999,TOTAL,NA,NA,NA,1,2013,11,17,28,5,14,50,535,52,43,0.78,677,8,NA,good,check numbers of sub_plot
XXX-01,7,NA,9999,TOTAL,NA,NA,NA,1,2013,13,1,28,5,14,58,477,0,0,0,676,8,NA,good,check numbers of sub_plot
XXX-01,7,NA,9999,TOTAL,NA,NA,NA,1,2013,13,2,28,5,14,58,482,0,4,0,676,8,NA,good,check numbers of sub_plot
XXX-01,7,NA,9999,TOTAL,NA,NA,NA,1,2013,13,3,28,5,14,58,486,0,9,0,676,8,NA,good,check numbers of sub_plot
XXX-01,7,NA,9999,TOTAL,NA,NA,NA,1,2013,13,4,28,5,14,58,490,13,14,0.59,676,8,NA,good,check numbers of sub_plot
XXX-01,7,NA,9999,TOTAL,NA,NA,NA,1,2013,13,5,28,5,14,59,493,16,19,0.54,676,8,NA,good,check numbers of sub_plot
XXX-01,7,NA,9999,TOTAL,NA,NA,NA,1,2013,13,6,28,5,14,59,495,18,24,0.5,677,8,NA,good,check numbers of sub_plot
XXX-01,7,NA,9999,TOTAL,NA,NA,NA,1,2013,13,7,28,5,14,59,499,21,28,0.48,676,8,NA,good,check numbers of sub_plot
XXX-01,7,NA,9999,TOTAL,NA,NA,NA,1,2013,13,8,28,5,14,59,502,24,33,0.46,676,8,NA,good,check numbers of sub_plot
XXX-01,7,NA,9999,TOTAL,NA,NA,NA,1,2013,13,9,28,5,14,59,503,26,38,0.43,677,8,NA,good,check numbers of sub_plot
XXX-01,7,NA,9999,TOTAL,NA,NA,NA,1,2013,13,10,28,5,14,59,505,27,43,0.41,677,8,NA,good,check numbers of sub_plot
XXX-01,7,NA,9999,TOTAL,NA,NA,NA,1,2013,13,11,28,5,14,59,509,30,48,0.4,676,8,NA,good,check numbers of sub_plot
XXX-01,7,NA,9999,TOTAL,NA,NA,NA,1,2013,13,12,28,5,14,59,511,32,52,0.39,676,8,NA,good,check numbers of sub_plot
XXX-01,7,NA,9999,TOTAL,NA,NA,NA,1,2013,13,13,28,5,14,59,512,34,57,0.38,676,8,NA,good,check numbers of sub_plot
XXX-01,7,NA,9999,TOTAL,NA,NA,NA,1,2013,13,14,28,5,14,59,513,35,62,0.36,677,8,NA,good,check numbers of sub_plot
XXX-01,7,NA,9999,TOTAL,NA,NA,NA,1,2013,13,15,28,5,14,59,516,37,67,0.35,676,8,NA,good,check numbers of sub_plot
XXX-01,7,NA,9999,TOTAL,NA,NA,NA,1,2013,13,16,28,5,14,59,518,39,72,0.35,676,8,NA,good,check numbers of sub_plot
XXX-01,7,NA,9999,TOTAL,NA,NA,NA,1,2013,13,17,28,5,15,0,520,40,76,0.34,676,8,NA,good,check numbers of sub_plot
XXX-01,7,NA,9999,TOTAL,NA,NA,NA,1,2013,13,18,28,5,15,0,520,41,81,0.33,677,8,NA,good,check numbers of sub_plot
XXX-01,7,NA,9999,TOTAL,NA,NA,NA,1,2013,13,19,28,5,15,0,521,43,86,0.32,677,8,NA,good,check numbers of sub_plot
XXX-01,7,NA,9999,TOTAL,NA,NA,NA,1,2013,13,20,28,5,15,0,523,44,91,0.31,677,8,NA,good,check numbers of sub_plot
XXX-01,7,NA,9999,TOTAL,NA,NA,NA,1,2013,13,21,28,5,15,0,525,45,96,0.3,677,8,NA,good,check numbers of sub_plot
XXX-01,7,NA,9999,TOTAL,NA,NA,NA,1,2013,13,22,28,5,15,0,527,46,100,0.29,676,8,NA,good,check numbers of sub_plot
XXX-01,7,NA,9999,TOTAL,NA,NA,NA,1,2013,13,23,28,5,15,0,528,48,105,0.29,677,8,NA,good,check numbers of sub_plot
XXX-01,7,NA,9999,TOTAL,NA,NA,NA,1,2013,13,24,28,5,15,0,529,49,110,0.28,677,8,NA,good,check numbers of sub_plot
XXX-01,7,NA,9999,TOTAL,NA,NA,NA,1,2013,13,25,28,5,15,0,532,50,115,0.28,676,8,NA,good,check numbers of sub_plot
XXX-01,13,NA,9999,TOTAL,NA,NA,NA,1,2013,25,3,28,5,15,20,480,0,0,0,677,8,NA,good,check numbers of sub_plot
XXX-01,13,NA,9999,TOTAL,NA,NA,NA,1,2013,25,3,28,5,15,20,480,0,9,0,677,8,NA,good,check numbers of sub_plot
XXX-01,13,NA,9999,TOTAL,NA,NA,NA,1,2013,25,4,28,5,15,20,481,3,14,0.14,677,8,NA,good,check numbers of sub_plot
XXX-01,13,NA,9999,TOTAL,NA,NA,NA,1,2013,25,5,28,5,15,20,482,4,19,0.14,677,8,NA,good,check numbers of sub_plot
XXX-01,13,NA,9999,TOTAL,NA,NA,NA,1,2013,25,6,28,5,15,20,482,5,24,0.13,677,8,NA,good,check numbers of sub_plot
XXX-01,13,NA,9999,TOTAL,NA,NA,NA,1,2013,25,7,28,5,15,20,483,5,28,0.12,677,8,NA,good,check numbers of sub_plot
XXX-01,13,NA,9999,TOTAL,NA,NA,NA,1,2013,25,8,28,5,15,20,484,6,33,0.12,677,8,NA,good,check numbers of sub_plot
XXX-01,13,NA,9999,TOTAL,NA,NA,NA,1,2013,25,9,28,5,15,20,485,7,38,0.12,677,8,NA,good,check numbers of sub_plot
XXX-01,13,NA,9999,TOTAL,NA,NA,NA,1,2013,25,10,28,5,15,20,486,8,43,0.12,677,8,NA,good,check numbers of sub_plot
XXX-01,13,NA,9999,TOTAL,NA,NA,NA,1,2013,25,11,28,5,15,20,487,9,48,0.12,677,8,NA,good,check numbers of sub_plot
XXX-01,13,NA,9999,TOTAL,NA,NA,NA,1,2013,25,12,28,5,15,21,488,10,52,0.12,677,8,NA,good,check numbers of sub_plot
XXX-01,13,NA,9999,TOTAL,NA,NA,NA,1,2013,25,13,28,5,15,21,489,10,57,0.12,677,8,NA,good,check numbers of sub_plot
XXX-01,13,NA,9999,TOTAL,NA,NA,NA,1,2013,25,14,28,5,15,21,490,11,62,0.12,677,8,NA,good,check numbers of sub_plot
XXX-01,13,NA,9999,TOTAL,NA,NA,NA,1,2013,25,15,28,5,15,21,490,12,67,0.12,677,8,NA,good,check numbers of sub_plot
XXX-01,13,NA,9999,TOTAL,NA,NA,NA,1,2013,25,16,28,5,15,21,491,13,72,0.11,677,8,NA,good,check numbers of sub_plot
XXX-01,13,NA,9999,TOTAL,NA,NA,NA,1,2013,25,17,28,5,15,21,491,13,76,0.11,677,8,NA,good,check numbers of sub_plot
XXX-01,13,NA,9999,TOTAL,NA,NA,NA,1,2013,25,18,28,5,15,21,492,14,81,0.11,677,8,NA,good,check numbers of sub_plot
XXX-01,13,NA,9999,TOTAL,NA,NA,NA,1,2013,25,19,28,5,15,21,493,15,86,0.11,677,8,NA,good,check numbers of sub_plot
XXX-01,13,NA,9999,TOTAL,NA,NA,NA,1,2013,25,20,28,5,15,21,494,15,91,0.11,677,8,NA,good,check numbers of sub_plot
XXX-01,13,NA,9999,TOTAL,NA,NA,NA,1,2013,25,21,28,5,15,21,494,16,96,0.11,677,8,NA,good,check numbers of sub_plot
XXX-01,13,NA,9999,TOTAL,NA,NA,NA,1,2013,25,22,28,5,15,21,495,17,100,0.1,677,8,NA,good,check numbers of sub_plot
XXX-01,13,NA,9999,TOTAL,NA,NA,NA,1,2013,25,23,28,5,15,21,496,17,105,0.1,677,8,NA,good,check numbers of sub_plot
XXX-01,13,NA,9999,TOTAL,NA,NA,NA,1,2013,25,24,28,5,15,21,497,18,110,0.1,677,8,NA,good,check numbers of sub_plot
XXX-01,13,NA,9999,TOTAL,NA,NA,NA,1,2013,25,25,28,5,15,22,497,19,115,0.1,677,8,NA,good,check numbers of sub_plot
XXX-01,13,NA,9999,TOTAL,NA,NA,NA,1,2013,25,26,28,5,15,22,498,19,120,0.1,677,8,NA,good,check numbers of sub_plot
XXX-01,13,NA,9999,TOTAL,NA,NA,NA,1,2013,25,27,28,5,15,22,499,20,124,0.1,677,8,NA,good,check numbers of sub_plot
XXX-01,18,NA,9999,TOTAL,NA,NA,NA,1,2013,35,5,28,5,16,0,504,0,0,0,677,8,NA,good,check numbers of sub_plot
XXX-01,18,NA,9999,TOTAL,NA,NA,NA,1,2013,35,6,28,5,16,0,516,0,4,0,677,8,NA,good,check numbers of sub_plot
XXX-01,18,NA,9999,TOTAL,NA,NA,NA,1,2013,35,7,28,5,16,0,525,0,9,0,677,8,NA,good,check numbers of sub_plot
XXX-01,18,NA,9999,TOTAL,NA,NA,NA,1,2013,35,8,28,5,16,0,533,29,14,1.3,677,8,NA,good,check numbers of sub_plot
XXX-01,18,NA,9999,TOTAL,NA,NA,NA,1,2013,35,9,28,5,16,0,539,35,19,1.18,677,8,NA,good,check numbers of sub_plot
XXX-01,18,NA,9999,TOTAL,NA,NA,NA,1,2013,35,10,28,5,16,0,544,39,24,1.07,677,8,NA,good,check numbers of sub_plot
XXX-01,18,NA,9999,TOTAL,NA,NA,NA,1,2013,35,11,28,5,16,0,549,43,28,0.98,677,8,NA,good,check numbers of sub_plot
XXX-01,18,NA,9999,TOTAL,NA,NA,NA,1,2013,35,12,28,5,16,0,553,47,33,0.91,677,8,NA,good,check numbers of sub_plot
XXX-01,18,NA,9999,TOTAL,NA,NA,NA,1,2013,35,13,28,5,16,0,557,50,38,0.85,677,8,NA,good,check numbers of sub_plot
XXX-01,17,NA,9999,TOTAL,NA,NA,NA,1,2013,33,1,28,5,16,6,494,0,0,0,677,8,NA,good,check numbers of sub_plot
XXX-01,17,NA,9999,TOTAL,NA,NA,NA,1,2013,33,2,28,5,16,6,503,0,4,0,677,8,NA,good,check numbers of sub_plot
XXX-01,17,NA,9999,TOTAL,NA,NA,NA,1,2013,33,3,28,5,16,6,510,0,9,0,677,8,NA,good,check numbers of sub_plot
XXX-01,17,NA,9999,TOTAL,NA,NA,NA,1,2013,33,4,28,5,16,6,514,20,14,0.92,677,8,NA,good,check numbers of sub_plot
