"","id","meas_int_days","bleavesflf_g_trap_day","btwigs","bflowers","bfruits","bbrom","bepi","bother","btotal","plot_code","num","year","month","day","collectiondate","leavesflf_MgC_ha_month","twigsflf_MgC_ha_month","flowersflf_MgC_ha_month","fruitsflf_MgC_ha_month","bromflf_MgC_ha_month","epiflf_MgC_ha_month","otherflf_MgC_ha_month","totalflf_MgC_ha_month"
"13","LPG-01.1.2014.7.23",28,NA,NA,NA,NA,NA,NA,NA,0.0553571428571429,"LPG-01","1","2014","7","23",2014-07-23,NA,NA,NA,NA,NA,NA,NA,0.03255
"14","LPG-01.1.2014.8.5",13,NA,NA,NA,NA,NA,NA,NA,0.186923076923077,"LPG-01","1","2014","8","5",2014-08-05,NA,NA,NA,NA,NA,NA,NA,0.109910769230769
"15","LPG-01.1.2014.8.31",26,NA,NA,NA,NA,NA,NA,NA,0.187307692307692,"LPG-01","1","2014","8","31",2014-08-31,NA,NA,NA,NA,NA,NA,NA,0.110136923076923
"16","LPG-01.1.2014.9.15",15,NA,NA,NA,NA,NA,NA,NA,0.308,"LPG-01","1","2014","9","15",2014-09-15,NA,NA,NA,NA,NA,NA,NA,0.181104
"17","LPG-01.1.2014.9.29",14,NA,NA,NA,NA,NA,NA,NA,0.187857142857143,"LPG-01","1","2014","9","29",2014-09-29,NA,NA,NA,NA,NA,NA,NA,0.11046
"18","LPG-01.1.2014.10.13",14,NA,NA,NA,NA,NA,NA,NA,1.23428571428571,"LPG-01","1","2014","10","13",2014-10-13,NA,NA,NA,NA,NA,NA,NA,0.72576
"19","LPG-01.1.2014.10.27",14,NA,NA,NA,NA,NA,NA,NA,0.789285714285714,"LPG-01","1","2014","10","27",2014-10-27,NA,NA,NA,NA,NA,NA,NA,0.4641
"20","LPG-01.1.2014.11.11",15,NA,NA,NA,NA,NA,NA,NA,0.499333333333333,"LPG-01","1","2014","11","11",2014-11-11,NA,NA,NA,NA,NA,NA,NA,0.293608
"21","LPG-01.1.2014.11.24",13,NA,NA,NA,NA,NA,NA,NA,0.671538461538462,"LPG-01","1","2014","11","24",2014-11-24,NA,NA,NA,NA,NA,NA,NA,0.394864615384615
"22","LPG-01.1.2014.12.7",13,NA,NA,NA,NA,NA,NA,NA,0.229230769230769,"LPG-01","1","2014","12","7",2014-12-07,NA,NA,NA,NA,NA,NA,NA,0.134787692307692
"23","LPG-01.1.2015.1.15",39,NA,NA,NA,NA,NA,NA,NA,0.203076923076923,"LPG-01","1","2015","1","15",2015-01-15,NA,NA,NA,NA,NA,NA,NA,0.119409230769231
"24","LPG-01.1.2015.1.28",13,NA,NA,NA,NA,NA,NA,NA,0.524615384615385,"LPG-01","1","2015","1","28",2015-01-28,NA,NA,NA,NA,NA,NA,NA,0.308473846153846
"25","LPG-01.1.2015.2.10",13,NA,NA,NA,NA,NA,NA,NA,0.74,"LPG-01","1","2015","2","10",2015-02-10,NA,NA,NA,NA,NA,NA,NA,0.43512
"26","LPG-01.1.2015.2.23",13,NA,NA,NA,NA,NA,NA,NA,0.593846153846154,"LPG-01","1","2015","2","23",2015-02-23,NA,NA,NA,NA,NA,NA,NA,0.349181538461538
"27","LPG-01.1.2015.3.11",16,0.596875,0.073125,NA,0,NA,NA,0,0.67,"LPG-01","1","2015","3","11",2015-03-11,0.3509625,0.0429975,NA,0,NA,NA,0,0.39396
"28","LPG-01.1.2015.3.24",13,0.471538461538462,0,NA,0,NA,NA,0,0.471538461538462,"LPG-01","1","2015","3","24",2015-03-24,0.277264615384615,0,NA,0,NA,NA,0,0.277264615384615
"29","LPG-01.1.2015.4.20",27,1.28592592592593,0,NA,0,NA,NA,0,1.28592592592593,"LPG-01","1","2015","4","20",2015-04-20,0.756124444444444,0,NA,0,NA,NA,0,0.756124444444444
"30","LPG-01.1.2015.5.4",14,NA,NA,NA,NA,NA,NA,NA,0.591428571428571,"LPG-01","1","2015","5","4",2015-05-04,NA,NA,NA,NA,NA,NA,NA,0.34776
"31","LPG-01.1.2015.5.18",14,NA,NA,NA,NA,NA,NA,NA,0.449285714285714,"LPG-01","1","2015","5","18",2015-05-18,NA,NA,NA,NA,NA,NA,NA,0.26418
"32","LPG-01.1.2015.6.12",25,NA,NA,NA,NA,NA,NA,NA,0.176,"LPG-01","1","2015","6","12",2015-06-12,NA,NA,NA,NA,NA,NA,NA,0.103488
"33","LPG-01.1.2015.6.29",17,NA,NA,NA,NA,NA,NA,NA,0.161764705882353,"LPG-01","1","2015","6","29",2015-06-29,NA,NA,NA,NA,NA,NA,NA,0.0951176470588235
"34","LPG-01.1.2015.7.10",11,NA,NA,NA,NA,NA,NA,NA,0.185454545454545,"LPG-01","1","2015","7","10",2015-07-10,NA,NA,NA,NA,NA,NA,NA,0.109047272727273
"35","LPG-01.1.2015.7.15",5,0.906,0,NA,0,NA,NA,0.192,1.098,"LPG-01","1","2015","7","15",2015-07-15,0.532728,0,NA,0,NA,NA,0.112896,0.645624
"36","LPG-01.1.2015.7.29",14,0.274285714285714,0,NA,0,NA,NA,0,0.274285714285714,"LPG-01","1","2015","7","29",2015-07-29,0.16128,0,NA,0,NA,NA,0,0.16128
"37","LPG-01.1.2015.8.14",16,0.11125,0,NA,0,NA,NA,0.025,0.13625,"LPG-01","1","2015","8","14",2015-08-14,0.065415,0,NA,0,NA,NA,0.0147,0.080115
"38","LPG-01.1.2015.8.28",14,0.256428571428571,0,NA,0,NA,NA,0.0328571428571429,0.289285714285714,"LPG-01","1","2015","8","28",2015-08-28,0.15078,0,NA,0,NA,NA,0.01932,0.1701
"39","LPG-01.1.2015.9.16",19,NA,NA,NA,NA,NA,NA,NA,1.03052631578947,"LPG-01","1","2015","9","16",2015-09-16,NA,NA,NA,NA,NA,NA,NA,0.60594947368421
"40","LPG-01.1.2015.9.30",14,NA,NA,NA,NA,NA,NA,NA,2.14857142857143,"LPG-01","1","2015","9","30",2015-09-30,NA,NA,NA,NA,NA,NA,NA,1.26336
"41","LPG-01.1.2015.10.15",15,0.791333333333333,0,NA,0,NA,NA,0.425333333333333,1.21666666666667,"LPG-01","1","2015","10","15",2015-10-15,0.465304,0,NA,0,NA,NA,0.250096,0.7154
"42","LPG-01.1.2015.10.30",15,0.747333333333333,0,NA,0,NA,NA,0.3,1.04733333333333,"LPG-01","1","2015","10","30",2015-10-30,0.439432,0,NA,0,NA,NA,0.1764,0.615832
"43","LPG-01.1.2016.6.29",243,0.00979423868312757,0,NA,0,NA,NA,0,0.00979423868312757,"LPG-01","1","2016","6","29",2016-06-29,0.00575901234567901,0,NA,0,NA,NA,0,0.00575901234567901
"44","LPG-01.1.2016.8.16",48,0.0554166666666667,0,NA,0,NA,NA,0,0.0554166666666667,"LPG-01","1","2016","8","16",2016-08-16,0.032585,0,NA,0,NA,NA,0,0.032585
"45","LPG-01.1.2016.8.30",14,0.171428571428571,0,NA,0,NA,NA,0,0.171428571428571,"LPG-01","1","2016","8","30",2016-08-30,0.1008,0,NA,0,NA,NA,0,0.1008
"46","LPG-01.1.2016.9.15",16,0.3525,0,NA,0,NA,NA,0,0.3525,"LPG-01","1","2016","9","15",2016-09-15,0.20727,0,NA,0,NA,NA,0,0.20727
"47","LPG-01.1.2016.10.14",29,0.31,0,NA,0,NA,NA,0,0.31,"LPG-01","1","2016","10","14",2016-10-14,0.18228,0,NA,0,NA,NA,0,0.18228
"48","LPG-01.1.2016.10.28",14,0.592142857142857,0,NA,0,NA,NA,0,0.592142857142857,"LPG-01","1","2016","10","28",2016-10-28,0.34818,0,NA,0,NA,NA,0,0.34818
"49","LPG-01.1.2016.12.15",48,0.201875,0,NA,0,NA,NA,0,0.201875,"LPG-01","1","2016","12","15",2016-12-15,0.1187025,0,NA,0,NA,NA,0,0.1187025
"50","LPG-01.1.2017.6.30",197,0.0174111675126904,0,NA,0,NA,NA,0,0.0174111675126904,"LPG-01","1","2017","6","30",2017-06-30,0.0102377664974619,0,NA,0,NA,NA,0,0.0102377664974619
"51","LPG-01.1.2017.7.18",18,0.19,0,NA,0,NA,NA,0,0.19,"LPG-01","1","2017","7","18",2017-07-18,0.11172,0,NA,0,NA,NA,0,0.11172
"52","LPG-01.1.2017.8.11",24,0.214166666666667,0,NA,0,NA,NA,0,0.214166666666667,"LPG-01","1","2017","8","11",2017-08-11,0.12593,0,NA,0,NA,NA,0,0.12593
"53","LPG-01.2.2014.1.27",13,NA,NA,NA,NA,NA,NA,NA,0.771538461538462,"LPG-01","2","2014","1","27",2014-01-27,NA,NA,NA,NA,NA,NA,NA,0.453664615384615
"54","LPG-01.2.2014.2.13",17,NA,NA,NA,NA,NA,NA,NA,0.842352941176471,"LPG-01","2","2014","2","13",2014-02-13,NA,NA,NA,NA,NA,NA,NA,0.495303529411765
"55","LPG-01.2.2014.2.26",13,NA,NA,NA,NA,NA,NA,NA,0.619230769230769,"LPG-01","2","2014","2","26",2014-02-26,NA,NA,NA,NA,NA,NA,NA,0.364107692307692
"56","LPG-01.2.2014.3.12",14,NA,NA,NA,NA,NA,NA,NA,0.782142857142857,"LPG-01","2","2014","3","12",2014-03-12,NA,NA,NA,NA,NA,NA,NA,0.4599
"57","LPG-01.2.2014.3.24",12,NA,NA,NA,NA,NA,NA,NA,0.329166666666667,"LPG-01","2","2014","3","24",2014-03-24,NA,NA,NA,NA,NA,NA,NA,0.19355
"58","LPG-01.2.2014.4.5",12,NA,NA,NA,NA,NA,NA,NA,1.23333333333333,"LPG-01","2","2014","4","5",2014-04-05,NA,NA,NA,NA,NA,NA,NA,0.7252
"59","LPG-01.2.2014.4.17",12,NA,NA,NA,NA,NA,NA,NA,1.21333333333333,"LPG-01","2","2014","4","17",2014-04-17,NA,NA,NA,NA,NA,NA,NA,0.71344
"60","LPG-01.2.2014.4.30",13,NA,NA,NA,NA,NA,NA,NA,1.34,"LPG-01","2","2014","4","30",2014-04-30,NA,NA,NA,NA,NA,NA,NA,0.78792
"61","LPG-01.2.2014.5.12",12,NA,NA,NA,NA,NA,NA,NA,0.76,"LPG-01","2","2014","5","12",2014-05-12,NA,NA,NA,NA,NA,NA,NA,0.44688
"62","LPG-01.2.2014.5.29",17,NA,NA,NA,NA,NA,NA,NA,0.501764705882353,"LPG-01","2","2014","5","29",2014-05-29,NA,NA,NA,NA,NA,NA,NA,0.295037647058823
"63","LPG-01.2.2014.6.12",14,NA,NA,NA,NA,NA,NA,NA,1.68571428571429,"LPG-01","2","2014","6","12",2014-06-12,NA,NA,NA,NA,NA,NA,NA,0.9912
"64","LPG-01.2.2014.6.25",13,NA,NA,NA,NA,NA,NA,NA,0.620769230769231,"LPG-01","2","2014","6","25",2014-06-25,NA,NA,NA,NA,NA,NA,NA,0.365012307692308
"65","LPG-01.2.2014.7.23",28,NA,NA,NA,NA,NA,NA,NA,0.122857142857143,"LPG-01","2","2014","7","23",2014-07-23,NA,NA,NA,NA,NA,NA,NA,0.07224
"66","LPG-01.2.2014.8.5",13,NA,NA,NA,NA,NA,NA,NA,0.202307692307692,"LPG-01","2","2014","8","5",2014-08-05,NA,NA,NA,NA,NA,NA,NA,0.118956923076923
"67","LPG-01.2.2014.8.31",26,NA,NA,NA,NA,NA,NA,NA,0.248076923076923,"LPG-01","2","2014","8","31",2014-08-31,NA,NA,NA,NA,NA,NA,NA,0.145869230769231
"68","LPG-01.2.2014.9.15",15,NA,NA,NA,NA,NA,NA,NA,0.496,"LPG-01","2","2014","9","15",2014-09-15,NA,NA,NA,NA,NA,NA,NA,0.291648
"69","LPG-01.2.2014.9.29",14,NA,NA,NA,NA,NA,NA,NA,0.343571428571429,"LPG-01","2","2014","9","29",2014-09-29,NA,NA,NA,NA,NA,NA,NA,0.20202
"70","LPG-01.2.2014.10.13",14,NA,NA,NA,NA,NA,NA,NA,0.407142857142857,"LPG-01","2","2014","10","13",2014-10-13,NA,NA,NA,NA,NA,NA,NA,0.2394
"71","LPG-01.2.2014.10.27",14,NA,NA,NA,NA,NA,NA,NA,0.298571428571429,"LPG-01","2","2014","10","27",2014-10-27,NA,NA,NA,NA,NA,NA,NA,0.17556
"72","LPG-01.2.2014.11.11",15,NA,NA,NA,NA,NA,NA,NA,0.666666666666667,"LPG-01","2","2014","11","11",2014-11-11,NA,NA,NA,NA,NA,NA,NA,0.392
"73","LPG-01.2.2014.11.24",13,NA,NA,NA,NA,NA,NA,NA,0.644615384615385,"LPG-01","2","2014","11","24",2014-11-24,NA,NA,NA,NA,NA,NA,NA,0.379033846153846
"74","LPG-01.2.2014.12.7",13,NA,NA,NA,NA,NA,NA,NA,1.11230769230769,"LPG-01","2","2014","12","7",2014-12-07,NA,NA,NA,NA,NA,NA,NA,0.654036923076923
"75","LPG-01.2.2015.1.15",39,NA,NA,NA,NA,NA,NA,NA,0.515128205128205,"LPG-01","2","2015","1","15",2015-01-15,NA,NA,NA,NA,NA,NA,NA,0.302895384615385
"76","LPG-01.2.2015.1.28",13,NA,NA,NA,NA,NA,NA,NA,2.64538461538462,"LPG-01","2","2015","1","28",2015-01-28,NA,NA,NA,NA,NA,NA,NA,1.55548615384615
"77","LPG-01.2.2015.2.10",13,NA,NA,NA,NA,NA,NA,NA,1.31461538461538,"LPG-01","2","2015","2","10",2015-02-10,NA,NA,NA,NA,NA,NA,NA,0.772993846153846
"78","LPG-01.2.2015.2.23",13,NA,NA,NA,NA,NA,NA,NA,1.06,"LPG-01","2","2015","2","23",2015-02-23,NA,NA,NA,NA,NA,NA,NA,0.62328
"79","LPG-01.2.2015.3.11",16,0.92125,0.49625,NA,0,NA,NA,0,1.4175,"LPG-01","2","2015","3","11",2015-03-11,0.541695,0.291795,NA,0,NA,NA,0,0.83349
"80","LPG-01.2.2015.3.24",13,0.626923076923077,0.443076923076923,NA,0,NA,NA,0,1.07,"LPG-01","2","2015","3","24",2015-03-24,0.368630769230769,0.260529230769231,NA,0,NA,NA,0,0.62916
"81","LPG-01.2.2015.4.20",27,0.55,0,NA,0,NA,NA,0,0.55,"LPG-01","2","2015","4","20",2015-04-20,0.3234,0,NA,0,NA,NA,0,0.3234
"82","LPG-01.2.2015.5.4",14,NA,NA,NA,NA,NA,NA,NA,0.540714285714286,"LPG-01","2","2015","5","4",2015-05-04,NA,NA,NA,NA,NA,NA,NA,0.31794
"83","LPG-01.2.2015.5.18",14,NA,NA,NA,NA,NA,NA,NA,0.51,"LPG-01","2","2015","5","18",2015-05-18,NA,NA,NA,NA,NA,NA,NA,0.29988
"84","LPG-01.2.2015.6.12",25,NA,NA,NA,NA,NA,NA,NA,0.4612,"LPG-01","2","2015","6","12",2015-06-12,NA,NA,NA,NA,NA,NA,NA,0.2711856
"85","LPG-01.2.2015.6.29",17,NA,NA,NA,NA,NA,NA,NA,0.510588235294118,"LPG-01","2","2015","6","29",2015-06-29,NA,NA,NA,NA,NA,NA,NA,0.300225882352941
"86","LPG-01.2.2015.7.10",11,NA,NA,NA,NA,NA,NA,NA,0.279090909090909,"LPG-01","2","2015","7","10",2015-07-10,NA,NA,NA,NA,NA,NA,NA,0.164105454545454
"87","LPG-01.2.2015.7.15",5,1.012,0.064,NA,0,NA,NA,0,1.076,"LPG-01","2","2015","7","15",2015-07-15,0.595056,0.037632,NA,0,NA,NA,0,0.632688
"88","LPG-01.2.2015.7.29",14,0.217142857142857,0,NA,0,NA,NA,0.289285714285714,0.506428571428571,"LPG-01","2","2015","7","29",2015-07-29,0.12768,0,NA,0,NA,NA,0.1701,0.29778
"89","LPG-01.2.2015.8.14",16,0.413125,0,NA,0,NA,NA,0,0.413125,"LPG-01","2","2015","8","14",2015-08-14,0.2429175,0,NA,0,NA,NA,0,0.2429175
"90","LPG-01.2.2015.8.28",14,0.425,0,NA,0,NA,NA,0,0.425,"LPG-01","2","2015","8","28",2015-08-28,0.2499,0,NA,0,NA,NA,0,0.2499
"91","LPG-01.2.2015.9.16",19,NA,NA,NA,NA,NA,NA,NA,1.17684210526316,"LPG-01","2","2015","9","16",2015-09-16,NA,NA,NA,NA,NA,NA,NA,0.691983157894737
"92","LPG-01.2.2015.9.30",14,NA,NA,NA,NA,NA,NA,NA,0.730714285714286,"LPG-01","2","2015","9","30",2015-09-30,NA,NA,NA,NA,NA,NA,NA,0.42966
"93","LPG-01.2.2015.10.15",15,1.52666666666667,0,NA,0,NA,NA,0.194,1.72066666666667,"LPG-01","2","2015","10","15",2015-10-15,0.89768,0,NA,0,NA,NA,0.114072,1.011752
"94","LPG-01.2.2015.10.30",15,0.976666666666667,0,NA,0,NA,NA,0.45,1.42666666666667,"LPG-01","2","2015","10","30",2015-10-30,0.57428,0,NA,0,NA,NA,0.2646,0.83888
"95","LPG-01.2.2016.6.29",243,0.0125514403292181,0,NA,0,NA,NA,0,0.0125514403292181,"LPG-01","2","2016","6","29",2016-06-29,0.00738024691358025,0,NA,0,NA,NA,0,0.00738024691358025
"96","LPG-01.2.2016.8.16",48,0.0795833333333333,0,NA,0,NA,NA,0,0.0795833333333333,"LPG-01","2","2016","8","16",2016-08-16,0.046795,0,NA,0,NA,NA,0,0.046795
"97","LPG-01.2.2016.8.30",14,0.198571428571429,0,NA,0,NA,NA,0,0.198571428571429,"LPG-01","2","2016","8","30",2016-08-30,0.11676,0,NA,0,NA,NA,0,0.11676
"98","LPG-01.2.2016.9.15",16,0.23125,0,NA,0,NA,NA,0,0.23125,"LPG-01","2","2016","9","15",2016-09-15,0.135975,0,NA,0,NA,NA,0,0.135975
"99","LPG-01.2.2016.10.14",29,0.19551724137931,0,NA,0,NA,NA,0,0.19551724137931,"LPG-01","2","2016","10","14",2016-10-14,0.114964137931034,0,NA,0,NA,NA,0,0.114964137931034
"100","LPG-01.2.2016.10.28",14,0.534285714285714,0,NA,0,NA,NA,0,0.534285714285714,"LPG-01","2","2016","10","28",2016-10-28,0.31416,0,NA,0,NA,NA,0,0.31416
"101","LPG-01.2.2016.12.15",48,0.174583333333333,0,NA,0,NA,NA,0,0.174583333333333,"LPG-01","2","2016","12","15",2016-12-15,0.102655,0,NA,0,NA,NA,0,0.102655
"102","LPG-01.2.2017.6.30",197,0.016751269035533,0,NA,0,NA,NA,0,0.016751269035533,"LPG-01","2","2017","6","30",2017-06-30,0.0098497461928934,0,NA,0,NA,NA,0,0.0098497461928934
"103","LPG-01.2.2017.7.18",18,0.123888888888889,0,NA,0,NA,NA,0,0.123888888888889,"LPG-01","2","2017","7","18",2017-07-18,0.0728466666666667,0,NA,0,NA,NA,0,0.0728466666666667
"104","LPG-01.2.2017.8.11",24,0.189583333333333,0,NA,0,NA,NA,0,0.189583333333333,"LPG-01","2","2017","8","11",2017-08-11,0.111475,0,NA,0,NA,NA,0,0.111475
"105","LPG-01.3.2014.1.27",13,NA,NA,NA,NA,NA,NA,NA,0.126923076923077,"LPG-01","3","2014","1","27",2014-01-27,NA,NA,NA,NA,NA,NA,NA,0.0746307692307692
"106","LPG-01.3.2014.2.13",17,NA,NA,NA,NA,NA,NA,NA,1.86235294117647,"LPG-01","3","2014","2","13",2014-02-13,NA,NA,NA,NA,NA,NA,NA,1.09506352941176
"107","LPG-01.3.2014.2.26",13,NA,NA,NA,NA,NA,NA,NA,1.17615384615385,"LPG-01","3","2014","2","26",2014-02-26,NA,NA,NA,NA,NA,NA,NA,0.691578461538461
"108","LPG-01.3.2014.3.12",14,NA,NA,NA,NA,NA,NA,NA,0.568571428571429,"LPG-01","3","2014","3","12",2014-03-12,NA,NA,NA,NA,NA,NA,NA,0.33432
"109","LPG-01.3.2014.3.24",12,NA,NA,NA,NA,NA,NA,NA,0.554166666666667,"LPG-01","3","2014","3","24",2014-03-24,NA,NA,NA,NA,NA,NA,NA,0.32585
"110","LPG-01.3.2014.4.5",12,NA,NA,NA,NA,NA,NA,NA,0.806666666666667,"LPG-01","3","2014","4","5",2014-04-05,NA,NA,NA,NA,NA,NA,NA,0.47432
"111","LPG-01.3.2014.4.17",12,NA,NA,NA,NA,NA,NA,NA,0.865,"LPG-01","3","2014","4","17",2014-04-17,NA,NA,NA,NA,NA,NA,NA,0.50862
"112","LPG-01.3.2014.4.30",13,NA,NA,NA,NA,NA,NA,NA,0.39,"LPG-01","3","2014","4","30",2014-04-30,NA,NA,NA,NA,NA,NA,NA,0.22932
"113","LPG-01.3.2014.5.12",12,NA,NA,NA,NA,NA,NA,NA,0.385833333333333,"LPG-01","3","2014","5","12",2014-05-12,NA,NA,NA,NA,NA,NA,NA,0.22687
"114","LPG-01.3.2014.5.29",17,NA,NA,NA,NA,NA,NA,NA,0.223529411764706,"LPG-01","3","2014","5","29",2014-05-29,NA,NA,NA,NA,NA,NA,NA,0.131435294117647
"115","LPG-01.3.2014.6.12",14,NA,NA,NA,NA,NA,NA,NA,0.362857142857143,"LPG-01","3","2014","6","12",2014-06-12,NA,NA,NA,NA,NA,NA,NA,0.21336
"116","LPG-01.3.2014.6.25",13,NA,NA,NA,NA,NA,NA,NA,0.394615384615385,"LPG-01","3","2014","6","25",2014-06-25,NA,NA,NA,NA,NA,NA,NA,0.232033846153846
"117","LPG-01.3.2014.7.23",28,NA,NA,NA,NA,NA,NA,NA,0.175,"LPG-01","3","2014","7","23",2014-07-23,NA,NA,NA,NA,NA,NA,NA,0.1029
"118","LPG-01.3.2014.8.5",13,NA,NA,NA,NA,NA,NA,NA,0.233076923076923,"LPG-01","3","2014","8","5",2014-08-05,NA,NA,NA,NA,NA,NA,NA,0.137049230769231
"119","LPG-01.3.2014.8.31",26,NA,NA,NA,NA,NA,NA,NA,0.225384615384615,"LPG-01","3","2014","8","31",2014-08-31,NA,NA,NA,NA,NA,NA,NA,0.132526153846154
"120","LPG-01.3.2014.9.15",15,NA,NA,NA,NA,NA,NA,NA,0.289333333333333,"LPG-01","3","2014","9","15",2014-09-15,NA,NA,NA,NA,NA,NA,NA,0.170128
"121","LPG-01.3.2014.9.29",14,NA,NA,NA,NA,NA,NA,NA,0.36,"LPG-01","3","2014","9","29",2014-09-29,NA,NA,NA,NA,NA,NA,NA,0.21168
"122","LPG-01.3.2014.10.13",14,NA,NA,NA,NA,NA,NA,NA,0.302142857142857,"LPG-01","3","2014","10","13",2014-10-13,NA,NA,NA,NA,NA,NA,NA,0.17766
"123","LPG-01.3.2014.10.27",14,NA,NA,NA,NA,NA,NA,NA,0.443571428571429,"LPG-01","3","2014","10","27",2014-10-27,NA,NA,NA,NA,NA,NA,NA,0.26082
"124","LPG-01.3.2014.11.11",15,NA,NA,NA,NA,NA,NA,NA,0.421333333333333,"LPG-01","3","2014","11","11",2014-11-11,NA,NA,NA,NA,NA,NA,NA,0.247744
"125","LPG-01.3.2014.11.24",13,NA,NA,NA,NA,NA,NA,NA,0.605384615384615,"LPG-01","3","2014","11","24",2014-11-24,NA,NA,NA,NA,NA,NA,NA,0.355966153846154
"126","LPG-01.3.2014.12.7",13,NA,NA,NA,NA,NA,NA,NA,0.223076923076923,"LPG-01","3","2014","12","7",2014-12-07,NA,NA,NA,NA,NA,NA,NA,0.131169230769231
"127","LPG-01.3.2015.1.15",39,NA,NA,NA,NA,NA,NA,NA,0.22025641025641,"LPG-01","3","2015","1","15",2015-01-15,NA,NA,NA,NA,NA,NA,NA,0.129510769230769
"128","LPG-01.3.2015.1.28",13,NA,NA,NA,NA,NA,NA,NA,1.57230769230769,"LPG-01","3","2015","1","28",2015-01-28,NA,NA,NA,NA,NA,NA,NA,0.924516923076923
"129","LPG-01.3.2015.2.10",13,NA,NA,NA,NA,NA,NA,NA,0.507692307692308,"LPG-01","3","2015","2","10",2015-02-10,NA,NA,NA,NA,NA,NA,NA,0.298523076923077
"130","LPG-01.3.2015.2.23",13,NA,NA,NA,NA,NA,NA,NA,0.763076923076923,"LPG-01","3","2015","2","23",2015-02-23,NA,NA,NA,NA,NA,NA,NA,0.448689230769231
"131","LPG-01.3.2015.3.11",16,0.620625,0.18875,NA,0,NA,NA,0,0.809375,"LPG-01","3","2015","3","11",2015-03-11,0.3649275,0.110985,NA,0,NA,NA,0,0.4759125
"132","LPG-01.3.2015.3.24",13,0.349230769230769,0.0684615384615385,NA,0,NA,NA,0,0.417692307692308,"LPG-01","3","2015","3","24",2015-03-24,0.205347692307692,0.0402553846153846,NA,0,NA,NA,0,0.245603076923077
"133","LPG-01.3.2015.4.20",27,0.377407407407407,0.0903703703703704,NA,0,NA,NA,0,0.46962962962963,"LPG-01","3","2015","4","20",2015-04-20,0.221915555555556,0.0531377777777778,NA,0,NA,NA,0,0.276142222222222
"134","LPG-01.3.2015.5.4",14,NA,NA,NA,NA,NA,NA,NA,0.627142857142857,"LPG-01","3","2015","5","4",2015-05-04,NA,NA,NA,NA,NA,NA,NA,0.36876
"135","LPG-01.3.2015.5.18",14,NA,NA,NA,NA,NA,NA,NA,0.504285714285714,"LPG-01","3","2015","5","18",2015-05-18,NA,NA,NA,NA,NA,NA,NA,0.29652
"136","LPG-01.3.2015.6.12",25,NA,NA,NA,NA,NA,NA,NA,0.2452,"LPG-01","3","2015","6","12",2015-06-12,NA,NA,NA,NA,NA,NA,NA,0.1441776
