"","species","genus","year","height_final","density","dbh","tree_biomass_Mg","date"
"826","paradoxa","Vitellaria","2015",11.9401157926392,0.737922763,366,0.273945544702465,2015-09-14
"200","erinaceus","Pterocarpus","2012",15.9486408077346,0.74,427,0.499452017581012,2012-12-03
"414","erinaceus","Pterocarpus","2013",16,0.74,430,0.508125790464,2013-10-10
"623","erinaceus","Pterocarpus","2014",16.0170401346399,0.74,431,0.511035592529523,2014-11-28
"827","erinaceus","Pterocarpus","2015",16.0510021150408,0.74,433,0.516883048459072,2015-09-14
"201","leiocarpus","Anogeissus","2012",22.9590560351198,0.705899829,536,1.08071034589269,2012-12-03
"415","leiocarpus","Anogeissus","2013",23,0.705899829,539,1.09479062075111,2013-10-10
"624","leiocarpus","Anogeissus","2014",23.2277957811361,0.705899829,556,1.17647657396809,2014-11-28
"828","leiocarpus","Anogeissus","2015",23.0677361660668,0.705899829,544,1.11848065407357,2015-09-14
"202","laxiflora","Pericopsis","2012",6.57461854449614,0.681125,134,0.0186633501039019,2012-12-03
"416","laxiflora","Pericopsis","2013",7,0.681125,142,0.022314346608876,2013-10-10
"625","laxiflora","Pericopsis","2014",7.253858364173,0.681125,147,0.0247806781353535,2014-11-28
"829","laxiflora","Pericopsis","2015",7.49922487146741,0.681125,152,0.0273913223166912,2015-09-14
"203","erinaceus","Pterocarpus","2012",14.9509310901959,0.74,447,0.51309482068792,2012-12-03
"417","erinaceus","Pterocarpus","2013",15,0.74,450,0.521711766,2013-10-10
"626","erinaceus","Pterocarpus","2014",15.0649187835347,0.74,454,0.53332610903854,2014-11-28
"830","erinaceus","Pterocarpus","2015",15.1930578435782,0.74,462,0.556984984193724,2015-09-14
"204","schimperiana","Terminalia","2012",14.4462578207054,0.732,272,0.181587887174709,2012-12-03
"418","schimperiana","Terminalia","2013",14.5,0.732,274,0.184953619141056,2013-10-10
"627","schimperiana","Terminalia","2014",14.5798821831532,0.732,277,0.190067235820866,2014-11-28
"831","schimperiana","Terminalia","2015",14.6326577680748,0.732,279,0.19351976498852,2015-09-14
"205","laxiflora","Pericopsis","2012",8.94335280991038,0.681125,129,0.0235282285533812,2012-12-03
"419","laxiflora","Pericopsis","2013",9,0.681125,130,0.0240457684077,2013-10-10
"628","laxiflora","Pericopsis","2014",9.16736333512345,0.681125,133,0.0256364078502902,2014-11-28
"832","laxiflora","Pericopsis","2015",9.43808684887515,0.681125,138,0.0284152569838391,2015-09-14
"206","laxiflora","Pericopsis","2012",10,0.681125,150,0.035570663325,2012-12-03
"420","laxiflora","Pericopsis","2013",10,0.681125,150,0.035570663325,2013-10-10
"629","laxiflora","Pericopsis","2014",10.0487428681292,0.681125,151,0.0362222208302604,2014-11-28
"833","laxiflora","Pericopsis","2015",10.0487428681292,0.681125,151,0.0362222208302604,2015-09-14
"207","ferruginea","Bridelia","2012",7.09439525932003,0.514208333,100,0.00846714732810263,2012-12-03
"421","ferruginea","Bridelia","2013",7.31123197190051,0.514208333,103,0.00925735137403409,2013-10-10
"630","ferruginea","Bridelia","2014",7.45230890948451,0.514208333,105,0.00980598404360635,2014-11-28
"208","ferruginea","Bridelia","2012",4.8455569342166,0.514208333,141,0.0114975064381063,2012-12-03
"422","ferruginea","Bridelia","2013",5,0.514208333,144,0.0123741883964585,2013-10-10
"631","ferruginea","Bridelia","2014",5.05076680928259,0.514208333,145,0.0126740395393384,2014-11-28
"834","ferruginea","Bridelia","2015",5.05076680928259,0.514208333,145,0.0126740395393384,2015-09-14
"209","schimperiana","Terminalia","2012",11.7700195771747,0.732,157,0.049291291348826,2012-12-03
"423","schimperiana","Terminalia","2013",12,0.732,162,0.053506307510784,2013-10-10
"632","schimperiana","Terminalia","2014",12.1346051465476,0.732,165,0.0561289920936695,2014-11-28
"835","schimperiana","Terminalia","2015",12.2229890429774,0.732,167,0.0579167349807178,2015-09-14
"210","zanthoxyloides","Zanthoxylum","2012",7.98437534092174,0.540326299,469,0.220254789659457,2012-12-03
"424","zanthoxyloides","Zanthoxylum","2013",8,0.540326299,470,0.221627901379631,2013-10-10
"633","zanthoxyloides","Zanthoxylum","2014",8,0.540326299,470,0.221627901379631,2014-11-28
"836","zanthoxyloides","Zanthoxylum","2015",7.98437534092174,0.540326299,469,0.220254789659457,2015-09-14
"211","polyandra","Maranthes","2012",5.87874476553338,0.851291667,180,0.0376348875311974,2012-12-03
"425","polyandra","Maranthes","2013",6,0.851291667,183,0.0397021875952799,2013-10-10
"634","polyandra","Maranthes","2014",6.15861752368013,0.851291667,187,0.0425527325420764,2014-11-28
"837","polyandra","Maranthes","2015",6.03997707258248,0.851291667,184,0.040404705285462,2015-09-14
"212","africana","Prosopis","2012",24.8937925137103,0.8795,480,1.17082505896269,2012-12-03
"426","africana","Prosopis","2013",25,0.8795,487,1.2103651202523,2013-10-10
"635","africana","Prosopis","2014",25,0.8795,487,1.2103651202523,2014-11-28
"838","africana","Prosopis","2015",25,0.8795,487,1.2103651202523,2015-09-14
"213","avicennioides","Terminalia","2012",22.6906142533586,0.636249147,325,0.353934430698492,2012-12-03
"427","avicennioides","Terminalia","2013",23,0.636249147,339,0.390334618739285,2013-10-10
"636","avicennioides","Terminalia","2014",23.0431517400989,0.636249147,341,0.395694920928383,2014-11-28
"839","avicennioides","Terminalia","2015",23.1711045420578,0.636249147,347,0.412017368802788,2015-09-14
"214","africana","Prosopis","2012",21.3073661992099,0.8795,344,0.514712984130355,2012-12-03
"428","africana","Prosopis","2013",21.6,0.8795,358,0.565116871408243,2013-10-10
"637","africana","Prosopis","2014",21.558903115685,0.8795,356,0.557757123380901,2014-11-28
"840","africana","Prosopis","2015",21.5175746984061,0.8795,354,0.550450552717797,2015-09-14
"215","erinaceus","Pterocarpus","2012",18.3709214557315,0.74,507,0.811075352107711,2012-12-03
"429","erinaceus","Pterocarpus","2013",18.5,0.74,516,0.84602944112256,2013-10-10
"638","erinaceus","Pterocarpus","2014",18.5566471900896,0.74,520,0.861827886797495,2014-11-28
"841","erinaceus","Pterocarpus","2015",18.6547392393371,0.74,527,0.889866295740205,2015-09-14
