"","plot_code","year","month","sub_plot","Treatment_code","quadrat_num","Plants_type","dry_mass_g","note","is_stock","day","quadrat_area_m2","date","DaysBetween","npp_g_m2_per_day","npp_MgC_ha_year"
"45","ABC-01",2019,3,"2","caged","C4","herbs",17.16,"","N",15,0.25,2019-03-15,90,0.762666666666667,1.39186666666667
"46","ABC-01",2019,3,"2","open","D2","grass ",4.21,"","N",15,0.25,2019-03-15,90,0.187111111111111,0.341477777777778
"47","ABC-01",2019,3,"2","open","D2","woody",0,"","N",15,0.25,2019-03-15,90,0,0
"48","ABC-01",2019,3,"2","open","D2","herbs",3.19,"","N",15,0.25,2019-03-15,90,0.141777777777778,0.258744444444444
"49","ABC-01",2019,3,"2","open","D4","grass ",20.2,"","N",15,0.25,2019-03-15,90,0.897777777777778,1.63844444444444
"50","ABC-01",2019,3,"2","open","D4","woody",0,"","N",15,0.25,2019-03-15,90,0,0
"51","ABC-01",2019,3,"2","open","D4","herbs",1.28,"","N",15,0.25,2019-03-15,90,0.0568888888888889,0.103822222222222
"52","ABC-01",2019,3,"2","caged","E3","grass ",2.7,"","N",15,0.25,2019-03-15,90,0.12,0.219
"53","ABC-01",2019,3,"2","caged","E3","woody",0,"","N",15,0.25,2019-03-15,90,0,0
"54","ABC-01",2019,3,"2","caged","E3","herbs",12.05,"","N",15,0.25,2019-03-15,90,0.535555555555556,0.977388888888889
"55","ABC-01",2019,3,"2","open","F1","grass ",45.71,"","N",15,0.25,2019-03-15,90,2.03155555555556,3.70758888888889
"56","ABC-01",2019,3,"2","open","F1","woody",0,"","N",15,0.25,2019-03-15,90,0,0
"57","ABC-01",2019,3,"2","open","F1","herbs",4.02,"","N",15,0.25,2019-03-15,90,0.178666666666667,0.326066666666667
"58","ABC-01",2019,3,"2","open","F5","grass ",7.66,"","N",15,0.25,2019-03-15,90,0.340444444444444,0.621311111111111
"59","ABC-01",2019,3,"2","open","F5","woody",0,"","N",15,0.25,2019-03-15,90,0,0
"60","ABC-01",2019,3,"2","open","F5","herbs",7,"","N",15,0.25,2019-03-15,90,0.311111111111111,0.567777777777778
"61","ABC-01",2019,3,"3","caged","A1","grass ",40.54,"","N",15,0.25,2019-03-15,90,1.80177777777778,3.28824444444444
"62","ABC-01",2019,3,"3","caged","A1","woody",0,"","N",15,0.25,2019-03-15,90,0,0
"63","ABC-01",2019,3,"3","caged","A1","herbs",0,"","N",15,0.25,2019-03-15,90,0,0
"64","ABC-01",2019,3,"3","caged","A5","grass ",37.94,"","N",15,0.25,2019-03-15,90,1.68622222222222,3.07735555555556
"65","ABC-01",2019,3,"3","caged","A5","woody",0,"","N",15,0.25,2019-03-15,90,0,0
"66","ABC-01",2019,3,"3","caged","A5","herbs",0,"","N",15,0.25,2019-03-15,90,0,0
"67","ABC-01",2019,3,"3","open","B3","grass ",50.36,"","N",15,0.25,2019-03-15,90,2.23822222222222,4.08475555555556
"68","ABC-01",2019,3,"3","open","B3","woody",0,"","N",15,0.25,2019-03-15,90,0,0
"69","ABC-01",2019,3,"3","open","B3","herbs",0,"","N",15,0.25,2019-03-15,90,0,0
"70","ABC-01",2019,3,"3","caged","C2","grass ",40.44,"","N",15,0.25,2019-03-15,90,1.79733333333333,3.28013333333333
"71","ABC-01",2019,3,"3","caged","C2","woody",0,"","N",15,0.25,2019-03-15,90,0,0
"72","ABC-01",2019,3,"3","caged","C2","herbs",0,"","N",15,0.25,2019-03-15,90,0,0
"73","ABC-01",2019,3,"3","caged","C4","grass ",21.79,"","N",15,0.25,2019-03-15,90,0.968444444444444,1.76741111111111
"74","ABC-01",2019,3,"3","caged","C4","woody",0,"","N",15,0.25,2019-03-15,90,0,0
"75","ABC-01",2019,3,"3","caged","C4","herbs",0,"","N",15,0.25,2019-03-15,90,0,0
"76","ABC-01",2019,3,"3","open","D2","grass ",31.96,"","N",15,0.25,2019-03-15,90,1.42044444444444,2.59231111111111
"77","ABC-01",2019,3,"3","open","D2","woody",0,"","N",15,0.25,2019-03-15,90,0,0
"78","ABC-01",2019,3,"3","open","D2","herbs",0,"","N",15,0.25,2019-03-15,90,0,0
"79","ABC-01",2019,3,"3","open","D4","grass ",0,"","N",15,0.25,2019-03-15,90,0,0
"80","ABC-01",2019,3,"3","open","D4","woody",0,"","N",15,0.25,2019-03-15,90,0,0
"81","ABC-01",2019,3,"3","open","D4","herbs",0,"","N",15,0.25,2019-03-15,90,0,0
"82","ABC-01",2019,3,"3","caged","E3","grass ",0,"","N",15,0.25,2019-03-15,90,0,0
"83","ABC-01",2019,3,"3","caged","E3","woody",0,"","N",15,0.25,2019-03-15,90,0,0
"84","ABC-01",2019,3,"3","caged","E3","herbs",0,"","N",15,0.25,2019-03-15,90,0,0
"85","ABC-01",2019,3,"3","open","F1","grass ",0,"","N",15,0.25,2019-03-15,90,0,0
"86","ABC-01",2019,3,"3","open","F1","woody",0,"","N",15,0.25,2019-03-15,90,0,0
"87","ABC-01",2019,3,"3","open","F1","herbs",0,"","N",15,0.25,2019-03-15,90,0,0
"88","ABC-01",2019,3,"3","open","F5","grass ",0,"","N",15,0.25,2019-03-15,90,0,0
"89","ABC-01",2019,3,"3","open","F5","woody",0,"","N",15,0.25,2019-03-15,90,0,0
"90","ABC-01",2019,3,"3","open","F5","herbs",0,"","N",15,0.25,2019-03-15,90,0,0
"91","ABC-01",2019,3,"4","caged","A1","grass ",0,"","N",15,0.25,2019-03-15,90,0,0
"92","ABC-01",2019,3,"4","caged","A1","woody",0,"","N",15,0.25,2019-03-15,90,0,0
"93","ABC-01",2019,3,"4","caged","A1","herbs",0,"","N",15,0.25,2019-03-15,90,0,0
"94","ABC-01",2019,3,"4","caged","A5","grass ",0,"","N",15,0.25,2019-03-15,90,0,0
"95","ABC-01",2019,3,"4","caged","A5","woody",0,"","N",15,0.25,2019-03-15,90,0,0
"96","ABC-01",2019,3,"4","caged","A5","herbs",0,"","N",15,0.25,2019-03-15,90,0,0
"97","ABC-01",2019,3,"4","open","B3","grass ",0,"","N",15,0.25,2019-03-15,90,0,0
"98","ABC-01",2019,3,"4","open","B3","woody",0,"","N",15,0.25,2019-03-15,90,0,0
"99","ABC-01",2019,3,"4","open","B3","herbs",0,"","N",15,0.25,2019-03-15,90,0,0
"100","ABC-01",2019,3,"4","caged","C2","grass ",0,"","N",15,0.25,2019-03-15,90,0,0
"101","ABC-01",2019,3,"4","caged","C2","woody",0,"","N",15,0.25,2019-03-15,90,0,0
"102","ABC-01",2019,3,"4","caged","C2","herbs",0,"","N",15,0.25,2019-03-15,90,0,0
"103","ABC-01",2019,3,"4","caged","C4","grass ",0,"","N",15,0.25,2019-03-15,90,0,0
"104","ABC-01",2019,3,"4","caged","C4","woody",0,"","N",15,0.25,2019-03-15,90,0,0
"105","ABC-01",2019,3,"4","caged","C4","herbs",0,"","N",15,0.25,2019-03-15,90,0,0
"106","ABC-01",2019,3,"4","open","D2","grass ",15.75,"","N",15,0.25,2019-03-15,90,0.7,1.2775
"107","ABC-01",2019,3,"4","open","D2","woody",0,"","N",15,0.25,2019-03-15,90,0,0
"108","ABC-01",2019,3,"4","open","D2","herbs",0.11,"","N",15,0.25,2019-03-15,90,0.00488888888888889,0.00892222222222222
"109","ABC-01",2019,3,"4","open","D4","grass ",0,"","N",15,0.25,2019-03-15,90,0,0
"110","ABC-01",2019,3,"4","open","D4","woody",0,"","N",15,0.25,2019-03-15,90,0,0
"111","ABC-01",2019,3,"4","open","D4","herbs",0,"","N",15,0.25,2019-03-15,90,0,0
"112","ABC-01",2019,3,"4","caged","E3","grass ",44.04,"","N",15,0.25,2019-03-15,90,1.95733333333333,3.57213333333333
"113","ABC-01",2019,3,"4","caged","E3","woody",0,"","N",15,0.25,2019-03-15,90,0,0
"114","ABC-01",2019,3,"4","caged","E3","herbs",0.33,"","N",15,0.25,2019-03-15,90,0.0146666666666667,0.0267666666666667
"115","ABC-01",2019,3,"4","open","F1","grass ",19.24,"","N",15,0.25,2019-03-15,90,0.855111111111111,1.56057777777778
"116","ABC-01",2019,3,"4","open","F1","woody",0,"","N",15,0.25,2019-03-15,90,0,0
"117","ABC-01",2019,3,"4","open","F1","herbs",0,"","N",15,0.25,2019-03-15,90,0,0
"118","ABC-01",2019,3,"4","open","F5","grass ",3.06,"","N",15,0.25,2019-03-15,90,0.136,0.2482
"119","ABC-01",2019,3,"4","open","F5","woody",0,"","N",15,0.25,2019-03-15,90,0,0
"120","ABC-01",2019,3,"4","open","F5","herbs",0.33,"","N",15,0.25,2019-03-15,90,0.0146666666666667,0.0267666666666667
"121","ABC-01",2019,7,"1","caged","A2","grass ",50.36,"","N",15,0.25,2019-07-15,122,1.65114754098361,3.01334426229508
"122","ABC-01",2019,7,"1","caged","A2","woody",1.1,"","N",15,0.25,2019-07-15,122,0.0360655737704918,0.0658196721311475
"123","ABC-01",2019,7,"1","caged","A2","herbs",0,"","N",15,0.25,2019-07-15,122,0,0
"124","ABC-01",2019,7,"1","open","B2","grass ",8.57,"","N",15,0.25,2019-07-15,122,0.280983606557377,0.512795081967213
"125","ABC-01",2019,7,"1","open","B2","woody",0.05,"","N",15,0.25,2019-07-15,122,0.00163934426229508,0.00299180327868852
"126","ABC-01",2019,7,"1","open","B2","herbs",0,"","N",15,0.25,2019-07-15,122,0,0
"127","ABC-01",2019,7,"1","open","B4","grass ",16.43,"","N",15,0.25,2019-07-15,122,0.538688524590164,0.983106557377049
"128","ABC-01",2019,7,"1","open","B4","woody",0,"","N",15,0.25,2019-07-15,122,0,0
"129","ABC-01",2019,7,"1","open","B4","herbs",0,"","N",15,0.25,2019-07-15,122,0,0
"130","ABC-01",2019,7,"1","caged","C1","grass ",31.17,"","N",15,0.25,2019-07-15,122,1.02196721311475,1.86509016393443
"131","ABC-01",2019,7,"1","caged","C1","woody",0,"","N",15,0.25,2019-07-15,122,0,0
"132","ABC-01",2019,7,"1","caged","C1","herbs",0,"","N",15,0.25,2019-07-15,122,0,0
"133","ABC-01",2019,7,"1","caged","C5","grass ",25.97,"","N",15,0.25,2019-07-15,122,0.851475409836066,1.55394262295082
"134","ABC-01",2019,7,"1","caged","C5","woody",0.22,"","N",15,0.25,2019-07-15,122,0.00721311475409836,0.0131639344262295
"135","ABC-01",2019,7,"1","caged","C5","herbs",0,"","N",15,0.25,2019-07-15,122,0,0
"136","ABC-01",2019,7,"1","open","D3","grass ",17.68,"","N",15,0.25,2019-07-15,122,0.579672131147541,1.05790163934426
"137","ABC-01",2019,7,"1","open","D3","woody",1.78,"","N",15,0.25,2019-07-15,122,0.0583606557377049,0.106508196721311
"138","ABC-01",2019,7,"1","open","D3","herbs",0,"","N",15,0.25,2019-07-15,122,0,0
"139","ABC-01",2019,7,"1","caged","E2","grass ",33.89,"","N",15,0.25,2019-07-15,122,1.11114754098361,2.02784426229508
"140","ABC-01",2019,7,"1","caged","E2","woody",0.12,"","N",15,0.25,2019-07-15,122,0.0039344262295082,0.00718032786885246
"141","ABC-01",2019,7,"1","caged","E2","herbs",0,"","N",15,0.25,2019-07-15,122,0,0
"142","ABC-01",2019,7,"1","caged","E4","grass ",29.76,"","N",15,0.25,2019-07-15,122,0.975737704918033,1.78072131147541
"143","ABC-01",2019,7,"1","caged","E4","woody",0.3,"","N",15,0.25,2019-07-15,122,0.00983606557377049,0.0179508196721311
"144","ABC-01",2019,7,"1","caged","E4","herbs",0,"","N",15,0.25,2019-07-15,122,0,0
"145","ABC-01",2019,7,"1","open","F1","grass ",1.56,"","N",15,0.25,2019-07-15,122,0.0511475409836066,0.093344262295082
"146","ABC-01",2019,7,"1","open","F1","woody",0,"","N",15,0.25,2019-07-15,122,0,0
"147","ABC-01",2019,7,"1","open","F1","herbs",0,"","N",15,0.25,2019-07-15,122,0,0
"148","ABC-01",2019,7,"1","open","F5","grass ",0,"","N",15,0.25,2019-07-15,122,0,0
"149","ABC-01",2019,7,"1","open","F5","woody",0,"","N",15,0.25,2019-07-15,122,0,0
"150","ABC-01",2019,7,"1","open","F5","herbs",0,"","N",15,0.25,2019-07-15,122,0,0
"151","ABC-01",2019,7,"2","caged","A2","grass ",0,"","N",15,0.25,2019-07-15,122,0,0
"152","ABC-01",2019,7,"2","caged","A2","woody",0.05,"","N",15,0.25,2019-07-15,122,0.00163934426229508,0.00299180327868852
"153","ABC-01",2019,7,"2","caged","A2","herbs",0,"","N",15,0.25,2019-07-15,122,0,0
"154","ABC-01",2019,7,"2","open","B2","grass ",15.48,"","N",15,0.25,2019-07-15,122,0.507540983606557,0.926262295081967
"155","ABC-01",2019,7,"2","open","B2","woody",8.11,"","N",15,0.25,2019-07-15,122,0.265901639344262,0.485270491803279
"156","ABC-01",2019,7,"2","open","B2","herbs",0,"","N",15,0.25,2019-07-15,122,0,0
"157","ABC-01",2019,7,"2","open","B4","grass ",35.47,"","N",15,0.25,2019-07-15,122,1.16295081967213,2.12238524590164
"158","ABC-01",2019,7,"2","open","B4","woody",0,"","N",15,0.25,2019-07-15,122,0,0
"159","ABC-01",2019,7,"2","open","B4","herbs",1.16,"","N",15,0.25,2019-07-15,122,0.0380327868852459,0.0694098360655738
"160","ABC-01",2019,7,"2","caged","C1","grass ",74.59,"","N",15,0.25,2019-07-15,122,2.4455737704918,4.46317213114754
"161","ABC-01",2019,7,"2","caged","C1","woody",0,"","N",15,0.25,2019-07-15,122,0,0
"162","ABC-01",2019,7,"2","caged","C1","herbs",0,"","N",15,0.25,2019-07-15,122,0,0
"163","ABC-01",2019,7,"2","caged","C5","grass ",0,"","N",15,0.25,2019-07-15,122,0,0
"164","ABC-01",2019,7,"2","caged","C5","woody",0.22,"","N",15,0.25,2019-07-15,122,0.00721311475409836,0.0131639344262295
"165","ABC-01",2019,7,"2","caged","C5","herbs",0,"","N",15,0.25,2019-07-15,122,0,0
"166","ABC-01",2019,7,"2","open","D3","grass ",11.08,"","N",15,0.25,2019-07-15,122,0.36327868852459,0.662983606557377
"167","ABC-01",2019,7,"2","open","D3","woody",2.36,"","N",15,0.25,2019-07-15,122,0.0773770491803279,0.141213114754098
"168","ABC-01",2019,7,"2","open","D3","herbs",0,"","N",15,0.25,2019-07-15,122,0,0
"169","ABC-01",2019,7,"2","caged","E2","grass ",27.19,"","N",15,0.25,2019-07-15,122,0.891475409836066,1.62694262295082
"170","ABC-01",2019,7,"2","caged","E2","woody",0,"","N",15,0.25,2019-07-15,122,0,0
"171","ABC-01",2019,7,"2","caged","E2","herbs",4.01,"","N",15,0.25,2019-07-15,122,0.131475409836066,0.23994262295082
"172","ABC-01",2019,7,"2","caged","E4","grass ",11.24,"","N",15,0.25,2019-07-15,122,0.368524590163934,0.67255737704918
"173","ABC-01",2019,7,"2","caged","E4","woody",1.71,"","N",15,0.25,2019-07-15,122,0.0560655737704918,0.102319672131148
"174","ABC-01",2019,7,"2","caged","E4","herbs",0,"","N",15,0.25,2019-07-15,122,0,0
"175","ABC-01",2019,7,"2","open","F1","grass ",10.48,"","N",15,0.25,2019-07-15,122,0.343606557377049,0.627081967213115
"176","ABC-01",2019,7,"2","open","F1","woody",0,"","N",15,0.25,2019-07-15,122,0,0
"177","ABC-01",2019,7,"2","open","F1","herbs",0.06,"","N",15,0.25,2019-07-15,122,0.0019672131147541,0.00359016393442623
"178","ABC-01",2019,7,"2","open","F5","grass ",0.89,"","N",15,0.25,2019-07-15,122,0.0291803278688525,0.0532540983606557
"179","ABC-01",2019,7,"2","open","F5","woody",0,"","N",15,0.25,2019-07-15,122,0,0
"180","ABC-01",2019,7,"2","open","F5","herbs",0,"","N",15,0.25,2019-07-15,122,0,0
"181","ABC-01",2019,7,"3","caged","A2","grass ",17.5,"","N",15,0.25,2019-07-15,122,0.573770491803279,1.04713114754098
"182","ABC-01",2019,7,"3","caged","A2","woody",0.25,"","N",15,0.25,2019-07-15,122,0.00819672131147541,0.0149590163934426
"183","ABC-01",2019,7,"3","caged","A2","herbs",0,"","N",15,0.25,2019-07-15,122,0,0
"184","ABC-01",2019,7,"3","open","B2","grass ",2.44,"","N",15,0.25,2019-07-15,122,0.08,0.146
"185","ABC-01",2019,7,"3","open","B2","woody",0,"","N",15,0.25,2019-07-15,122,0,0
"186","ABC-01",2019,7,"3","open","B2","herbs",0,"","N",15,0.25,2019-07-15,122,0,0
"187","ABC-01",2019,7,"3","open","B4","grass ",7.84,"","N",15,0.25,2019-07-15,122,0.257049180327869,0.469114754098361
"188","ABC-01",2019,7,"3","open","B4","woody",0,"","N",15,0.25,2019-07-15,122,0,0
"189","ABC-01",2019,7,"3","open","B4","herbs",0,"","N",15,0.25,2019-07-15,122,0,0
"190","ABC-01",2019,7,"3","caged","C1","grass ",22.76,"","N",15,0.25,2019-07-15,122,0.746229508196721,1.36186885245902
"191","ABC-01",2019,7,"3","caged","C1","woody",0.26,"","N",15,0.25,2019-07-15,122,0.00852459016393443,0.0155573770491803
"192","ABC-01",2019,7,"3","caged","C1","herbs",0,"","N",15,0.25,2019-07-15,122,0,0
"193","ABC-01",2019,7,"3","caged","C5","grass ",6.13,"","N",15,0.25,2019-07-15,122,0.200983606557377,0.366795081967213
"194","ABC-01",2019,7,"3","caged","C5","woody",18.68,"","N",15,0.25,2019-07-15,122,0.612459016393443,1.11773770491803
"195","ABC-01",2019,7,"3","caged","C5","herbs",0,"","N",15,0.25,2019-07-15,122,0,0
"196","ABC-01",2019,7,"3","open","D3","grass ",7.08,"","N",15,0.25,2019-07-15,122,0.232131147540984,0.423639344262295
"197","ABC-01",2019,7,"3","open","D3","woody",0,"","N",15,0.25,2019-07-15,122,0,0
"198","ABC-01",2019,7,"3","open","D3","herbs",0,"","N",15,0.25,2019-07-15,122,0,0
"199","ABC-01",2019,7,"3","caged","E2","grass ",9.53,"","N",15,0.25,2019-07-15,122,0.312459016393443,0.570237704918033
"200","ABC-01",2019,7,"3","caged","E2","woody",0.7,"","N",15,0.25,2019-07-15,122,0.0229508196721311,0.0418852459016393
"201","ABC-01",2019,7,"3","caged","E2","herbs",0,"","N",15,0.25,2019-07-15,122,0,0
"202","ABC-01",2019,7,"3","caged","E4","grass ",39.93,"","N",15,0.25,2019-07-15,122,1.30918032786885,2.38925409836066
"203","ABC-01",2019,7,"3","caged","E4","woody",0.37,"","N",15,0.25,2019-07-15,122,0.0121311475409836,0.0221393442622951
"204","ABC-01",2019,7,"3","caged","E4","herbs",0,"","N",15,0.25,2019-07-15,122,0,0
"205","ABC-01",2019,7,"3","open","F1","grass ",0.18,"","N",15,0.25,2019-07-15,122,0.0059016393442623,0.0107704918032787
"206","ABC-01",2019,7,"3","open","F1","woody",0,"","N",15,0.25,2019-07-15,122,0,0
"207","ABC-01",2019,7,"3","open","F1","herbs",0,"","N",15,0.25,2019-07-15,122,0,0
"208","ABC-01",2019,7,"3","open","F5","grass ",0.33,"","N",15,0.25,2019-07-15,122,0.0108196721311475,0.0197459016393443
"209","ABC-01",2019,7,"3","open","F5","woody",0,"","N",15,0.25,2019-07-15,122,0,0
"210","ABC-01",2019,7,"3","open","F5","herbs",0,"","N",15,0.25,2019-07-15,122,0,0
"211","ABC-01",2019,7,"4","caged","A2","grass ",25.41,"","N",15,0.25,2019-07-15,122,0.833114754098361,1.52043442622951
"212","ABC-01",2019,7,"4","caged","A2","woody",0.08,"","N",15,0.25,2019-07-15,122,0.00262295081967213,0.00478688524590164
"213","ABC-01",2019,7,"4","caged","A2","herbs",0,"","N",15,0.25,2019-07-15,122,0,0
"214","ABC-01",2019,7,"4","open","B2","grass ",26.18,"","N",15,0.25,2019-07-15,122,0.858360655737705,1.56650819672131
"215","ABC-01",2019,7,"4","open","B2","woody",0.71,"","N",15,0.25,2019-07-15,122,0.0232786885245902,0.042483606557377
"216","ABC-01",2019,7,"4","open","B2","herbs",0,"","N",15,0.25,2019-07-15,122,0,0
"217","ABC-01",2019,7,"4","open","B4","grass ",6.99,"","N",15,0.25,2019-07-15,122,0.229180327868852,0.418254098360656
"218","ABC-01",2019,7,"4","open","B4","woody",0.76,"","N",15,0.25,2019-07-15,122,0.0249180327868852,0.0454754098360656
"219","ABC-01",2019,7,"4","open","B4","herbs",0,"","N",15,0.25,2019-07-15,122,0,0
"220","ABC-01",2019,7,"4","caged","C1","grass ",29.93,"","N",15,0.25,2019-07-15,122,0.981311475409836,1.79089344262295
"221","ABC-01",2019,7,"4","caged","C1","woody",0.17,"","N",15,0.25,2019-07-15,122,0.00557377049180328,0.010172131147541
"222","ABC-01",2019,7,"4","caged","C1","herbs",0,"","N",15,0.25,2019-07-15,122,0,0
"223","ABC-01",2019,7,"4","caged","C5","grass ",26.07,"","N",15,0.25,2019-07-15,122,0.854754098360656,1.5599262295082
"224","ABC-01",2019,7,"4","caged","C5","woody",0.54,"","N",15,0.25,2019-07-15,122,0.0177049180327869,0.0323114754098361
"225","ABC-01",2019,7,"4","caged","C5","herbs",0,"","N",15,0.25,2019-07-15,122,0,0
"226","ABC-01",2019,7,"4","open","D3","grass ",60.77,"","N",15,0.25,2019-07-15,122,1.99245901639344,3.63623770491803
"227","ABC-01",2019,7,"4","open","D3","woody",1.55,"","N",15,0.25,2019-07-15,122,0.0508196721311475,0.0927459016393443
"228","ABC-01",2019,7,"4","open","D3","herbs",0,"","N",15,0.25,2019-07-15,122,0,0
"229","ABC-01",2019,7,"4","caged","E2","grass ",26.32,"","N",15,0.25,2019-07-15,122,0.862950819672131,1.57488524590164
"230","ABC-01",2019,7,"4","caged","E2","woody",0.08,"","N",15,0.25,2019-07-15,122,0.00262295081967213,0.00478688524590164
"231","ABC-01",2019,7,"4","caged","E2","herbs",0,"","N",15,0.25,2019-07-15,122,0,0
"232","ABC-01",2019,7,"4","caged","E4","grass ",14.09,"","N",15,0.25,2019-07-15,122,0.461967213114754,0.843090163934426
"233","ABC-01",2019,7,"4","caged","E4","woody",1.81,"","N",15,0.25,2019-07-15,122,0.059344262295082,0.108303278688525
"234","ABC-01",2019,7,"4","caged","E4","herbs",0,"","N",15,0.25,2019-07-15,122,0,0
"235","ABC-01",2019,7,"4","open","F1","grass ",12.3,"","N",15,0.25,2019-07-15,122,0.40327868852459,0.735983606557377
"236","ABC-01",2019,7,"4","open","F1","woody",4.05,"","N",15,0.25,2019-07-15,122,0.132786885245902,0.24233606557377
"237","ABC-01",2019,7,"4","open","F1","herbs",0,"","N",15,0.25,2019-07-15,122,0,0
"238","ABC-01",2019,7,"4","open","F5","grass ",0,"","N",15,0.25,2019-07-15,122,0,0
"239","ABC-01",2019,7,"4","open","F5","woody",0,"","N",15,0.25,2019-07-15,122,0,0
"240","ABC-01",2019,7,"4","open","F5","herbs",0,"","N",15,0.25,2019-07-15,122,0,0
