"","plot_code","cwd_transect_num","transect_area_m2","measurement_num","year","month","day","sub_transect_start_point","sub_transect_end_point","size_class","decay_class","diameter_top_1_cm","diameter_top_2_cm","diameter_bottom_1_cm","diameter_bottom_2_cm","length_cm","forest_weight_total_g","forest_weight_sample_g","dry_weight_sample_g","quality_code","is_stock","include_as_branch_npp","note","DaysBetween","diameter_cm","Volumn_cm3","surface_area_m2","WoodDensity_g_cm3","Live_wood_density","WD_ConversionFactorToAlive","Dry_mass_from_volumn_g","dry_mass_content","date","dry_mass_back_calculated_g","dry_mass_calculated_combined_g","dry_mass_when_alive","NPP_g_day","npp_MgC_ha_year"
"19","XXX-04","13",4,4,2017,2,28,NA,NA,NA,4,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",134,NA,NA,NA,0.308,0.523,1.69805194805195,NA,0.293232380952381,2017-02-28,0,0,0,0,0
"20","XXX-04","13",4,5,2017,2,28,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",134,NA,NA,NA,0.185,0.523,2.82702702702703,NA,0.293232380952381,2017-02-28,0,0,0,0,0
"21","XXX-04","13",4,1,2017,6,8,NA,NA,NA,1,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",100,NA,NA,NA,0.501,0.523,1.0439121756487,NA,0.283333333333333,2017-06-08,0,0,0,0,0
"22","XXX-04","13",4,2,2017,6,8,NA,NA,NA,2,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",100,NA,NA,NA,0.434,0.523,1.20506912442396,NA,0.283333333333333,2017-06-08,0,0,0,0,0
"23","XXX-04","13",4,3,2017,6,8,NA,NA,NA,3,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",100,NA,NA,NA,0.421,0.523,1.24228028503563,NA,0.283333333333333,2017-06-08,0,0,0,0,0
"24","XXX-04","13",4,4,2017,6,8,NA,NA,NA,4,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",100,NA,NA,NA,0.308,0.523,1.69805194805195,NA,0.283333333333333,2017-06-08,0,0,0,0,0
"25","XXX-04","13",4,5,2017,6,8,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",100,NA,NA,NA,0.185,0.523,2.82702702702703,NA,0.283333333333333,2017-06-08,0,0,0,0,0
"26","XXX-04","13",4,1,2017,10,6,NA,NA,NA,1,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",120,NA,NA,NA,0.501,0.523,1.0439121756487,NA,0.776666666666667,2017-10-06,0,0,0,0,0
"27","XXX-04","13",4,2,2017,10,6,NA,NA,NA,2,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",120,NA,NA,NA,0.434,0.523,1.20506912442396,NA,0.776666666666667,2017-10-06,0,0,0,0,0
"28","XXX-04","13",4,3,2017,10,6,NA,NA,NA,3,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",120,NA,NA,NA,0.421,0.523,1.24228028503563,NA,0.75,2017-10-06,0,0,0,0,0
"29","XXX-04","13",4,4,2017,10,6,NA,NA,NA,4,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",120,NA,NA,NA,0.308,0.523,1.69805194805195,NA,0.803333333333333,2017-10-06,0,0,0,0,0
"30","XXX-04","13",4,5,2017,10,6,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",120,NA,NA,NA,0.185,0.523,2.82702702702703,NA,0.776666666666667,2017-10-06,0,0,0,0,0
"31","XXX-04","13",4,1,2018,3,22,NA,NA,NA,1,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",167,NA,NA,NA,0.501,0.523,1.0439121756487,NA,0.467857142857143,2018-03-22,0,0,0,0,0
"32","XXX-04","13",4,2,2018,3,22,NA,NA,NA,2,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",167,NA,NA,NA,0.434,0.523,1.20506912442396,NA,0.4,2018-03-22,0,0,0,0,0
"33","XXX-04","13",4,3,2018,3,22,NA,NA,NA,3,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",167,NA,NA,NA,0.421,0.523,1.24228028503563,NA,0.535714285714286,2018-03-22,0,0,0,0,0
"34","XXX-04","13",4,4,2018,3,22,NA,NA,NA,4,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",167,NA,NA,NA,0.308,0.523,1.69805194805195,NA,0.467857142857143,2018-03-22,0,0,0,0,0
"35","XXX-04","13",4,5,2018,3,22,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",167,NA,NA,NA,0.185,0.523,2.82702702702703,NA,0.467857142857143,2018-03-22,0,0,0,0,0
"36","XXX-04","13",4,1,2019,3,13,NA,NA,NA,1,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",356,NA,NA,NA,0.501,0.523,1.0439121756487,NA,0.803571428571429,2019-03-13,0,0,0,0,0
"37","XXX-04","13",4,2,2019,3,13,NA,NA,NA,2,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",356,NA,NA,NA,0.434,0.523,1.20506912442396,NA,0.803571428571429,2019-03-13,0,0,0,0,0
"38","XXX-04","13",4,3,2019,3,13,NA,NA,NA,3,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",356,NA,NA,NA,0.421,0.523,1.24228028503563,NA,0.857142857142857,2019-03-13,0,0,0,0,0
"39","XXX-04","13",4,4,2019,3,13,NA,NA,NA,4,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",356,NA,NA,NA,0.308,0.523,1.69805194805195,NA,0.75,2019-03-13,0,0,0,0,0
"40","XXX-04","13",4,5,2019,3,13,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",356,NA,NA,NA,0.185,0.523,2.82702702702703,NA,0.803571428571429,2019-03-13,0,0,0,0,0
"41","XXX-04","13",4,1,2019,6,17,NA,NA,NA,1,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",96,NA,NA,NA,0.501,0.523,1.0439121756487,NA,0.555227272727273,2019-06-17,0,0,0,0,0
"42","XXX-04","13",4,2,2019,6,17,NA,NA,NA,2,2,4,NA,NA,1e-04,NA,NA,NA,NA,"N","Y","fake_data_to_test_R_code",96,3,0.00070695,14.1399426,0.434,0.523,1.20506912442396,0.0003068163,0.555227272727273,2019-06-17,NA,0.0003068163,0.00036973485,3.8514046875e-06,1.58148304980469e-06
"43","XXX-04","13",4,2,2019,6,17,NA,NA,NA,2,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",96,NA,NA,NA,0.434,0.523,1.20506912442396,NA,0.555227272727273,2019-06-17,0,0,0,0,0
"44","XXX-04","13",4,3,2019,6,17,NA,NA,NA,3,3,2,NA,NA,1e-04,NA,NA,NA,NA,"N","Y","fake_data_to_test_R_code",96,2.5,0.0004909375,9.8195355,0.421,0.523,1.24228028503563,0.0002066846875,0.363636363636364,2019-06-17,NA,0.0002066846875,0.0002567603125,2.67458658854167e-06,1.09825211791992e-06
"45","XXX-04","13",4,3,2019,6,17,NA,NA,NA,3,NA,NA,NA,NA,NA,1100,550,200,NA,"N","Y","",96,NA,NA,NA,0.421,0.523,1.24228028503563,NA,0.363636363636364,2019-06-17,400,400,496.912114014252,5.17616785431512,2.12546392517815
"46","XXX-04","13",4,4,2019,6,17,NA,NA,NA,4,2,4,NA,NA,1e-04,NA,NA,NA,NA,"N","Y","fake_data_to_test_R_code",96,3,0.00070695,14.1399426,0.308,0.523,1.69805194805195,0.0002177406,0.623636363636364,2019-06-17,NA,0.0002177406,0.00036973485,3.8514046875e-06,1.58148304980469e-06
"47","XXX-04","13",4,4,2019,6,17,NA,NA,NA,4,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",96,NA,NA,NA,0.308,0.523,1.69805194805195,NA,0.623636363636364,2019-06-17,0,0,0,0,0
"48","XXX-04","13",4,5,2019,6,17,NA,NA,NA,5,3,3,NA,NA,1e-04,NA,NA,NA,NA,"N","Y","fake_data_to_test_R_code",96,3,0.00070695,14.1399426,0.185,0.523,2.82702702702703,0.00013078575,0.555227272727273,2019-06-17,NA,0.00013078575,0.00036973485,3.8514046875e-06,1.58148304980469e-06
"49","XXX-04","13",4,5,2019,6,17,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",96,NA,NA,NA,0.185,0.523,2.82702702702703,NA,0.555227272727273,2019-06-17,0,0,0,0,0
"50","XXX-04","14",4,1,2015,12,15,NA,NA,NA,1,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",166,NA,NA,NA,0.501,0.523,1.0439121756487,NA,1.28378217503217,2015-12-15,0,0,0,0,0
"51","XXX-04","14",4,2,2015,12,15,NA,NA,NA,2,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",166,NA,NA,NA,0.434,0.523,1.20506912442396,NA,1.28378217503217,2015-12-15,0,0,0,0,0
"52","XXX-04","14",4,3,2015,12,15,NA,NA,NA,3,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",166,NA,NA,NA,0.421,0.523,1.24228028503563,NA,1.80666666666667,2015-12-15,0,0,0,0,0
"53","XXX-04","14",4,4,2015,12,15,NA,NA,NA,4,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",166,NA,NA,NA,0.308,0.523,1.69805194805195,NA,0.760897683397683,2015-12-15,0,0,0,0,0
"54","XXX-04","14",4,5,2015,12,15,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",166,NA,NA,NA,0.185,0.523,2.82702702702703,NA,1.28378217503217,2015-12-15,0,0,0,0,0
"55","XXX-04","14",4,1,2016,6,23,NA,NA,NA,1,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",191,NA,NA,NA,0.501,0.523,1.0439121756487,NA,0.480861111111111,2016-06-23,0,0,0,0,0
"56","XXX-04","14",4,2,2016,6,23,NA,NA,NA,2,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",191,NA,NA,NA,0.434,0.523,1.20506912442396,NA,0.480861111111111,2016-06-23,0,0,0,0,0
"57","XXX-04","14",4,3,2016,6,23,NA,NA,NA,3,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",191,NA,NA,NA,0.421,0.523,1.24228028503563,NA,0.42575,2016-06-23,0,0,0,0,0
"58","XXX-04","14",4,4,2016,6,23,NA,NA,NA,4,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",191,NA,NA,NA,0.308,0.523,1.69805194805195,NA,0.5495,2016-06-23,0,0,0,0,0
"59","XXX-04","14",4,5,2016,6,23,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",191,NA,NA,NA,0.185,0.523,2.82702702702703,NA,0.467333333333333,2016-06-23,0,0,0,0,0
"60","XXX-04","14",4,1,2016,10,17,NA,NA,NA,1,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",116,NA,NA,NA,0.501,0.523,1.0439121756487,NA,0.583673925978535,2016-10-17,0,0,0,0,0
"61","XXX-04","14",4,2,2016,10,17,NA,NA,NA,2,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",116,NA,NA,NA,0.434,0.523,1.20506912442396,NA,0.772855729166667,2016-10-17,0,0,0,0,0
"62","XXX-04","14",4,3,2016,10,17,NA,NA,NA,3,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",116,NA,NA,NA,0.421,0.523,1.24228028503563,NA,0.639213535353535,2016-10-17,0,0,0,0,0
"63","XXX-04","14",4,4,2016,10,17,NA,NA,NA,4,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",116,NA,NA,NA,0.308,0.523,1.69805194805195,NA,0.484143106060606,2016-10-17,0,0,0,0,0
"64","XXX-04","14",4,5,2016,10,17,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",116,NA,NA,NA,0.185,0.523,2.82702702702703,NA,0.438483333333333,2016-10-17,0,0,0,0,0
"65","XXX-04","14",4,1,2017,2,28,NA,NA,NA,1,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",134,NA,NA,NA,0.501,0.523,1.0439121756487,NA,0.293232380952381,2017-02-28,0,0,0,0,0
"66","XXX-04","14",4,2,2017,2,28,NA,NA,NA,2,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",134,NA,NA,NA,0.434,0.523,1.20506912442396,NA,0.293232380952381,2017-02-28,0,0,0,0,0
"67","XXX-04","14",4,3,2017,2,28,NA,NA,NA,3,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",134,NA,NA,NA,0.421,0.523,1.24228028503563,NA,0.293232380952381,2017-02-28,0,0,0,0,0
"68","XXX-04","14",4,4,2017,2,28,NA,NA,NA,4,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",134,NA,NA,NA,0.308,0.523,1.69805194805195,NA,0.293232380952381,2017-02-28,0,0,0,0,0
"69","XXX-04","14",4,5,2017,2,28,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",134,NA,NA,NA,0.185,0.523,2.82702702702703,NA,0.293232380952381,2017-02-28,0,0,0,0,0
"70","XXX-04","14",4,1,2017,6,8,NA,NA,NA,1,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",100,NA,NA,NA,0.501,0.523,1.0439121756487,NA,0.283333333333333,2017-06-08,0,0,0,0,0
"71","XXX-04","14",4,2,2017,6,8,NA,NA,NA,2,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",100,NA,NA,NA,0.434,0.523,1.20506912442396,NA,0.283333333333333,2017-06-08,0,0,0,0,0
"72","XXX-04","14",4,3,2017,6,8,NA,NA,NA,3,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",100,NA,NA,NA,0.421,0.523,1.24228028503563,NA,0.283333333333333,2017-06-08,0,0,0,0,0
"73","XXX-04","14",4,4,2017,6,8,NA,NA,NA,4,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",100,NA,NA,NA,0.308,0.523,1.69805194805195,NA,0.283333333333333,2017-06-08,0,0,0,0,0
"74","XXX-04","14",4,5,2017,6,8,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",100,NA,NA,NA,0.185,0.523,2.82702702702703,NA,0.283333333333333,2017-06-08,0,0,0,0,0
"75","XXX-04","14",4,1,2017,10,6,NA,NA,NA,1,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",120,NA,NA,NA,0.501,0.523,1.0439121756487,NA,0.776666666666667,2017-10-06,0,0,0,0,0
"76","XXX-04","14",4,2,2017,10,6,NA,NA,NA,2,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",120,NA,NA,NA,0.434,0.523,1.20506912442396,NA,0.776666666666667,2017-10-06,0,0,0,0,0
"77","XXX-04","14",4,3,2017,10,6,NA,NA,NA,3,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",120,NA,NA,NA,0.421,0.523,1.24228028503563,NA,0.75,2017-10-06,0,0,0,0,0
"78","XXX-04","14",4,4,2017,10,6,NA,NA,NA,4,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",120,NA,NA,NA,0.308,0.523,1.69805194805195,NA,0.803333333333333,2017-10-06,0,0,0,0,0
"79","XXX-04","14",4,5,2017,10,6,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",120,NA,NA,NA,0.185,0.523,2.82702702702703,NA,0.776666666666667,2017-10-06,0,0,0,0,0
"80","XXX-04","14",4,1,2018,3,22,NA,NA,NA,1,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",167,NA,NA,NA,0.501,0.523,1.0439121756487,NA,0.467857142857143,2018-03-22,0,0,0,0,0
"81","XXX-04","14",4,2,2018,3,22,NA,NA,NA,2,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",167,NA,NA,NA,0.434,0.523,1.20506912442396,NA,0.4,2018-03-22,0,0,0,0,0
"82","XXX-04","14",4,3,2018,3,22,NA,NA,NA,3,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",167,NA,NA,NA,0.421,0.523,1.24228028503563,NA,0.535714285714286,2018-03-22,0,0,0,0,0
"83","XXX-04","14",4,4,2018,3,22,NA,NA,NA,4,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",167,NA,NA,NA,0.308,0.523,1.69805194805195,NA,0.467857142857143,2018-03-22,0,0,0,0,0
"84","XXX-04","14",4,5,2018,3,22,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",167,NA,NA,NA,0.185,0.523,2.82702702702703,NA,0.467857142857143,2018-03-22,0,0,0,0,0
"85","XXX-04","14",4,1,2019,3,13,NA,NA,NA,1,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",356,NA,NA,NA,0.501,0.523,1.0439121756487,NA,0.803571428571429,2019-03-13,0,0,0,0,0
"86","XXX-04","14",4,2,2019,3,13,NA,NA,NA,2,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",356,NA,NA,NA,0.434,0.523,1.20506912442396,NA,0.803571428571429,2019-03-13,0,0,0,0,0
"87","XXX-04","14",4,3,2019,3,13,NA,NA,NA,3,NA,NA,NA,NA,NA,750,350,300,NA,"N","Y","",356,NA,NA,NA,0.421,0.523,1.24228028503563,NA,0.857142857142857,2019-03-13,642.857142857143,642.857142857143,798.608754665762,2.24328301872405,0.921148089563563
"88","XXX-04","14",4,4,2019,3,13,NA,NA,NA,4,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",356,NA,NA,NA,0.308,0.523,1.69805194805195,NA,0.75,2019-03-13,0,0,0,0,0
"89","XXX-04","14",4,5,2019,3,13,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",356,NA,NA,NA,0.185,0.523,2.82702702702703,NA,0.803571428571429,2019-03-13,0,0,0,0,0
"90","XXX-04","14",4,1,2019,6,17,NA,NA,NA,1,4,4,NA,NA,1e-04,NA,NA,NA,NA,"N","Y","fake_data_to_test_R_code",96,4,0.0012568,25.1372568,0.501,0.523,1.0439121756487,0.0006296568,0.555227272727273,2019-06-17,NA,0.0006296568,0.0006573064,6.84694166666667e-06,2.811525421875e-06
"91","XXX-04","14",4,1,2019,6,17,NA,NA,NA,1,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",96,NA,NA,NA,0.501,0.523,1.0439121756487,NA,0.555227272727273,2019-06-17,0,0,0,0,0
"92","XXX-04","14",4,2,2019,6,17,NA,NA,NA,2,5,2,NA,NA,1e-04,NA,NA,NA,NA,"N","Y","fake_data_to_test_R_code",96,3.5,0.0009622375,19.2458497,0.434,0.523,1.20506912442396,0.000417611075,0.555227272727273,2019-06-17,NA,0.000417611075,0.0005032502125,5.24218971354167e-06,2.15257415112305e-06
"93","XXX-04","14",4,2,2019,6,17,NA,NA,NA,2,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",96,NA,NA,NA,0.434,0.523,1.20506912442396,NA,0.555227272727273,2019-06-17,0,0,0,0,0
"94","XXX-04","14",4,3,2019,6,17,NA,NA,NA,3,6,5,NA,NA,1e-04,NA,NA,NA,NA,"N","Y","fake_data_to_test_R_code",96,5.5,0.0023761375,47.5244781,0.421,0.523,1.24228028503563,0.0010003538875,0.486818181818182,2019-06-17,NA,0.0010003538875,0.0012427199125,1.29449990885417e-05,5.31554025073242e-06
"95","XXX-04","14",4,3,2019,6,17,NA,NA,NA,3,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",96,NA,NA,NA,0.421,0.523,1.24228028503563,NA,0.486818181818182,2019-06-17,0,0,0,0,0
"96","XXX-04","14",4,4,2019,6,17,NA,NA,NA,4,7,4,NA,NA,1e-04,NA,NA,NA,NA,"N","Y","fake_data_to_test_R_code",96,5.5,0.0023761375,47.5244781,0.308,0.523,1.69805194805195,0.00073185035,0.623636363636364,2019-06-17,NA,0.00073185035,0.0012427199125,1.29449990885417e-05,5.31554025073242e-06
"97","XXX-04","14",4,4,2019,6,17,NA,NA,NA,4,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",96,NA,NA,NA,0.308,0.523,1.69805194805195,NA,0.623636363636364,2019-06-17,0,0,0,0,0
"98","XXX-04","14",4,5,2019,6,17,NA,NA,NA,5,2,2,NA,NA,1e-04,NA,NA,NA,NA,"N","Y","fake_data_to_test_R_code",96,2,0.0003142,6.2846284,0.185,0.523,2.82702702702703,5.8127e-05,0.555227272727273,2019-06-17,NA,5.8127e-05,0.0001643266,1.71173541666667e-06,7.0288135546875e-07
"99","XXX-04","14",4,5,2019,6,17,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",96,NA,NA,NA,0.185,0.523,2.82702702702703,NA,0.555227272727273,2019-06-17,0,0,0,0,0
"100","XXX-04","15",4,1,2015,12,15,NA,NA,NA,1,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",166,NA,NA,NA,0.501,0.523,1.0439121756487,NA,1.28378217503217,2015-12-15,0,0,0,0,0
"101","XXX-04","15",4,2,2015,12,15,NA,NA,NA,2,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",166,NA,NA,NA,0.434,0.523,1.20506912442396,NA,1.28378217503217,2015-12-15,0,0,0,0,0
"102","XXX-04","15",4,3,2015,12,15,NA,NA,NA,3,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",166,NA,NA,NA,0.421,0.523,1.24228028503563,NA,1.80666666666667,2015-12-15,0,0,0,0,0
"103","XXX-04","15",4,4,2015,12,15,NA,NA,NA,4,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",166,NA,NA,NA,0.308,0.523,1.69805194805195,NA,0.760897683397683,2015-12-15,0,0,0,0,0
"104","XXX-04","15",4,5,2015,12,15,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",166,NA,NA,NA,0.185,0.523,2.82702702702703,NA,1.28378217503217,2015-12-15,0,0,0,0,0
"105","XXX-04","15",4,1,2016,6,23,NA,NA,NA,1,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",191,NA,NA,NA,0.501,0.523,1.0439121756487,NA,0.480861111111111,2016-06-23,0,0,0,0,0
"106","XXX-04","15",4,2,2016,6,23,NA,NA,NA,2,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",191,NA,NA,NA,0.434,0.523,1.20506912442396,NA,0.480861111111111,2016-06-23,0,0,0,0,0
"107","XXX-04","15",4,3,2016,6,23,NA,NA,NA,3,NA,NA,NA,NA,NA,0,0,0,NA,"N","Y","",191,NA,NA,NA,0.421,0.523,1.24228028503563,NA,0.42575,2016-06-23,0,0,0,0,0
